Found,JINA_ID,Query_ID,RA_input,DEC_input,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,B,U,I,K,H,R,V,J,pmra,plx_value,rvz_qual,otype,pmdec,rvz_nature,sp_bibcode,sp_type,sp_qual,matched_id
True,,BPS CS 29493-062,,,BPS CS 29493-0062,328.12923937834,-28.16036434166,0.0143,0.0126,90,O,2020yCat.1350....0G,,,,11.550999641418457,11.595999717712402,,13.170000076293945,11.95199966430664,0.932,1.0636,D,Pe*,-5.085,,,,,BPS CS 29493-0062
True,,BPS CS 29493-094,,,BPS CS 29493-0094,329.3641278841,-30.13402233524,0.0152,0.0123,90,O,2020yCat.1350....0G,,,,12.869999885559082,12.927000045776367,,14.119999885559082,13.170000076293945,23.869,0.8811,C,Pe*,-14.815,s,,,,BPS CS 29493-0094
True,,BPS CS 29495-005,,,BPS CS 29495-0005,323.20494929148,-27.56908972979,0.0208,0.0151,90,O,2020yCat.1350....0G,14.729999542236328,,,12.972999572753906,13.04699993133545,,14.319999694824219,13.331999778747559,18.353,0.8035,D,Pe*,-22.751,,,,,BPS CS 29495-0005
True,,BPS CS 29495-042,,,BPS CS 29495-0042,324.79752167675,-28.29844015726,0.0154,0.0133,90,O,2020yCat.1350....0G,14.319999694824219,,12.781999588012695,11.869999885559082,11.907999992370605,13.192000389099121,13.680000305175781,12.345999717712402,6.865,0.1966,B,Pe*,0.235,s,2016ApJ...833...20Y,CEMP-s,C,BPS CS 29495-0042
True,,BPS CS 29497-030,,,CD-24   266,10.19971400826,-24.12616203713,0.0227,0.015,90,O,2020yCat.1350....0G,12.954999923706055,,12.215999603271484,11.744999885559082,11.777999877929688,12.440999984741211,12.656000137329102,11.961999893188477,37.767,1.898,D,BS*,-119.448,,2016ApJ...833...20Y,CEMP-s,C,BPS CS 29497-0030
True,,BPS CS 29498-043,,,BPS CS 29498-0043,315.9671656881,-29.713984494920002,0.0127,0.0071,90,O,2020yCat.1350....0G,14.800000190734863,,12.406000137329102,10.937999725341797,11.107999801635742,13.012999534606934,13.720000267028809,11.621000289916992,-3.192,0.0611,D,Pe*,-4.869,,2019A&A...623A.128H,CEMP-no,C,BPS CS 29498-0043
True,,BPS CS 29499-003,,,BPS CS 29499-0003,354.92899367499,-26.982114934010006,0.0174,0.0174,90,O,2020yCat.1350....0G,,,,13.164999961853027,13.076000213623047,,14.289999961853027,13.354999542236328,-18.778,0.7904,D,Pe*,-43.793,,,,,BPS CS 29499-0003
True,,BPS CS 29499-058,,,BPS CS 29499-0058,358.0662418684,-25.97189663827,0.0137,0.0128,90,O,2020yCat.1350....0G,14.149999618530273,,,12.45199966430664,12.489999771118164,,13.760000228881836,12.758000373840332,-6.778,0.8716,D,Pe*,-55.21,,,,,BPS CS 29499-0058
True,,BPS CS 29499-060,,,SB 966,358.41790790164,-26.978885664209997,0.0146,0.0123,90,O,2020yCat.1350....0G,13.5,,,11.864999771118164,11.854999542236328,,13.050000190734863,12.10200023651123,79.967,1.6207,C,Pe*,23.785,s,1971AJ.....76..338S,sdF/G?,D,BPS CS 29499-0060
True,,BPS CS 29501-032,,,BPS CS 29501-0032,316.96871252769,-35.21318292521,0.0186,0.0125,90,O,2020yCat.1350....0G,15.0,,,13.00100040435791,13.050999641418457,,14.529999732971191,13.371999740600586,14.345,0.5543,D,Pe*,-22.588,,,,,BPS CS 29501-0032
True,,BPS CS 29502-092,,,BPS CS 29502-0092,335.64999255766,-1.6410056968200002,0.0158,0.0151,90,O,2020yCat.1350....0G,12.640000343322754,,10.862000465393066,9.60099983215332,9.713000297546387,11.364999771118164,11.869999885559082,10.177000045776367,12.567,0.757,A,Pe*,-67.639,s,2019A&A...623A.128H,CEMP-no,C,BPS CS 29502-0092
True,,BPS CS 29504-004,,,BPS CS 29504-0004,22.75995279203,-36.64195309346001,0.0107,0.0104,90,O,2020yCat.1350....0G,14.460000038146973,,,13.722000122070312,13.824000358581543,14.569999694824219,14.359999656677246,13.876999855041504,6.926,0.1405,D,HB*,-6.625,,1992AJ....103..267B,A,E,BPS CS 29504-0004
True,,BPS CS 29504-006,,,BPS CS 29504-0006,23.020687335729995,-36.37858045655,0.016,0.0155,90,O,2020yCat.1350....0G,14.869999885559082,,13.843999862670898,13.354000091552734,13.380999565124512,,14.489999771118164,13.5649995803833,-1.9,1.003,D,Pe*,8.939,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 29504-0006
True,,BPS CS 29506-007,,,BPS CS 29506-0007,320.11939242597,-20.773043140040002,0.02,0.0134,90,O,2020yCat.1350....0G,,,,12.871999740600586,12.934000015258789,,14.180000305175781,13.173999786376953,-7.892,0.8495,D,Pe*,-20.326,,,,,BPS CS 29506-0007
True,,BPS CS 29506-090,,,BPS CS 29506-0090,322.62029448449,-22.1782162164,0.0203,0.0171,90,O,2020yCat.1350....0G,,,,13.072999954223633,13.100000381469727,,14.329999923706055,13.33899974822998,-12.422,0.8973,D,Pe*,-40.771,,,,,BPS CS 29506-0090
True,,BPS CS 29509-027,,,CD-31   306,12.565706040839999,-30.998942446860003,0.0464,0.036,90,O,2020yCat.1350....0G,12.729999542236328,,,11.473999977111816,11.532999992370605,,12.720000267028809,11.64900016784668,95.343,1.032,D,BS*,-51.596,,2017AJ....154...31G,F3VkA2mA2,B,BPS CS 29509-0027
True,,BPS CS 29512-073,,,BPS CS 29512-0073,337.15291752739,-12.412253715400002,0.0207,0.0206,90,O,2020yCat.1350....0G,14.710000038146973,,13.383999824523926,12.512999534606934,12.557999610900879,13.760000228881836,14.140000343322754,12.902000427246094,-32.367,0.7457,D,Pe*,-49.487,s,2016ApJ...833...20Y,CEMP-s,C,BPS CS 29512-0073
True,,BPS CS 29513-003,,,BPS CS 29513-0003,348.88211393434,-41.93883472003,0.0119,0.0147,90,O,2020yCat.1350....0G,14.010000228881836,,,11.819999694824219,11.855999946594238,,13.520000457763672,12.194999694824219,3.018,0.1988,C,HB*,-18.918,s,,,,BPS CS 29513-0003
True,,BPS CS 29513-014,,,BPS CS 29513-0014,348.60380469358,-37.88525579341,0.0106,0.0142,90,O,2020yCat.1350....0G,14.510000228881836,14.4350004196167,,12.260000228881836,12.26200008392334,,13.800000190734863,12.612000465393066,16.075,0.1884,D,HB*,-2.796,,2016ApJ...833...20Y,CEMP-s,C,BPS CS 29513-0014
True,,BPS CS 29513-015,,,BPS CS 29513-0015,348.63771733619,-37.60143109266,0.0117,0.0175,90,O,2020yCat.1350....0G,,,,13.043000221252441,13.060999870300293,,14.25,13.329999923706055,-23.8,1.0565,D,Pe*,-26.502,,,,,BPS CS 29513-0015
True,,BPS CS 29513-031,,,BPS CS 29513-0031,351.29731223263997,-39.99120841832,0.0174,0.024,90,O,2020yCat.1350....0G,15.4399995803833,,,14.060999870300293,14.059000015258789,,15.09000015258789,14.286999702453613,4.4,0.5183,D,Pe*,-7.736,,,,,BPS CS 29513-0031
True,,BPS CS 29513-032,,,BPS CS 29513-0032,350.57955766858,-39.74008596157,0.0155,0.0199,90,O,2020yCat.1350....0G,14.970000267028809,14.756999969482422,,13.053000450134277,13.060999870300293,,14.470000267028809,13.357999801635742,37.787,1.203,D,Pe*,-2.704,,,,,BPS CS 29513-0032
True,,BPS CS 29514-007,,,GD 678,16.669239209879997,-24.97830272568,0.014,0.0113,90,O,2020yCat.1350....0G,14.380000114440918,,13.375,12.663999557495117,12.670999526977539,13.668000221252441,14.0,12.96500015258789,93.198,0.8496,D,Pe*,-67.053,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 29514-0007
True,,BPS CS 29514-017,,,BPS CS 29514-0017,17.43664044719,-26.28193312668,0.0139,0.0097,90,O,2020yCat.1350....0G,14.170000076293945,,,11.890999794006348,11.984999656677246,,13.550000190734863,12.3149995803833,53.18,0.86,C,Pe*,-19.822,s,,,,BPS CS 29514-0017
True,,BPS CS 29514-018,,,SB 467,17.36917902143,-26.663503314449997,0.0123,0.0079,90,O,2020yCat.1350....0G,13.770000457763672,,,12.133999824523926,12.144000053405762,,13.359999656677246,12.420000076293945,15.083,1.1359,D,Pe*,-4.638,,,F0:,D,BPS CS 29514-0018
True,,BPS CS 29514-037,,,BPS CS 29514-0037,20.4237441765,-27.0587026052,0.0145,0.0099,90,O,2020yCat.1350....0G,,,,12.694000244140625,12.77299976348877,,13.949999809265137,13.041000366210938,32.09,1.113,D,Pe*,-39.119,,,,,BPS CS 29514-0037
True,,BPS CS 29517-018,,,BPS CS 29517-0018,358.40793062719996,-17.38613091618,0.0274,0.0226,90,O,2020yCat.1350....0G,14.9399995803833,,,13.043000221252441,13.0649995803833,,14.5,13.37399959564209,63.908,1.446,D,Pe*,-44.682,,,,,BPS CS 29517-0018
True,,BPS CS 29517-042,,,BPS CS 29517-0042,1.26312583212,-16.368151100540004,0.0168,0.0147,90,O,2020yCat.1350....0G,14.489999771118164,,,12.84000015258789,12.876999855041504,,14.100000381469727,13.12399959564209,23.632,1.2881,D,Pe*,-65.568,,,,,BPS CS 29517-0042
True,,BPS CS 29529-054,,,BPS CS 29529-0054,59.849473379,-62.16914472757,0.016,0.0163,90,O,2020yCat.1350....0G,15.40999984741211,15.088000297546387,14.14900016784668,13.22700023651123,13.333999633789062,,14.850000381469727,13.649999618530273,28.69,0.9711,D,Pe*,-28.679,,,,,BPS CS 29529-0054
True,,BPS CS 30312-044,,,BPS CS 30312-0044,234.28148570162,0.5481545486400001,0.0127,0.0129,90,O,2020yCat.1350....0G,14.180000305175781,,,10.98799991607666,11.041000366210938,13.149999618530273,13.369999885559082,11.571999549865723,-13.245,0.2168,C,Pe*,-10.389,s,,,,BPS CS 30312-0044
True,,BPS CS 30312-059,,,BPS CS 30312-0059,233.70349450589,-1.3937066047400002,0.0154,0.013,90,O,2020yCat.1350....0G,13.850000381469727,,12.0649995803833,10.696000099182129,10.812999725341797,12.595999717712402,13.140000343322754,11.288999557495117,-21.559,0.2802,C,Pe*,-11.974,s,,,,BPS CS 30312-0059
True,,BPS CS 30312-062,,,V* V456 Ser,234.38685788534002,-1.73150049491,0.0156,0.0167,90,O,2020yCat.1350....0G,12.710000038146973,,,11.314000129699707,11.368000030517578,,12.229999542236328,11.574999809265137,-10.755,0.2319,C,RR*,-11.432,s,,,,BPS CS 30312-0062
True,,BPS CS 30312-100,,,BPS CS 30312-0100,235.88189897137,2.0214827896000003,0.0167,0.015,90,O,2020yCat.1350....0G,13.628999710083008,,11.994999885559082,10.878999710083008,10.946000099182129,12.444000244140625,12.916000366210938,11.390000343322754,15.633,0.5412,C,Pe*,-25.62,s,,,,BPS CS 30312-0100
True,,BPS CS 30314-067,,,BPS CS 30314-0067,313.2124495137,-34.32792979538999,0.0145,0.0106,90,O,2020yCat.1350....0G,12.979999542236328,,10.583000183105469,9.027999877929688,9.175000190734863,11.175000190734863,11.850000381469727,9.758999824523926,-10.456,0.1998,A,Pe*,-6.939,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 30314-0067
True,,BPS CS 30339-015,,,BPS CS 30339-0015,4.24219341902,-33.80490490462,0.0194,0.0212,90,O,2020yCat.1350....0G,15.680000305175781,,,13.96500015258789,14.00100040435791,,15.279999732971191,14.279999732971191,43.858,0.6693,D,Pe*,-33.952,,,,,BPS CS 30339-0015
True,,BPS CS 30339-046,,,BPS CS 30339-0046,6.340314601719999,-36.50682405139,0.0179,0.0184,90,O,2020yCat.1350....0G,15.699999809265137,,,14.07800006866455,14.036999702453613,,15.3100004196167,14.272000312805176,0.883,0.0909,D,RR*,-4.887,,,,,BPS CS 30339-0046
True,,BPS CS 30339-052,,,BPS CS 30339-0052,5.708959706179999,-34.12246757839,0.0609,0.0595,90,O,2020yCat.1350....0G,15.789999961853027,,,13.569000244140625,13.633999824523926,,15.300000190734863,14.038999557495117,0.038,0.151,D,HB*,-1.422,,,,,BPS CS 30339-0052
True,,BPS CS 30339-069,,,HE 0027-3613,7.566504476910001,-35.947563829100005,0.0157,0.0156,90,O,2020yCat.1350....0G,,,,13.449999809265137,13.520000457763672,,14.739999771118164,13.770000457763672,23.508,0.5926,D,Pe*,-21.609,,,,,BPS CS 30339-0069
True,,BPS CS 30339-073,,,BPS CS 30339-0073,8.71762077334,-36.92496979414,0.0147,0.0151,90,O,2020yCat.1350....0G,,,,,,,14.75,,8.355,0.2288,D,Pe*,-8.821,,,,,BPS CS 30339-0073
True,,BPS CS 30492-001,,,BPS CS 30492-0001,316.48014765864,-42.16946874587,0.0123,0.0095,90,O,2020yCat.1350....0G,13.9399995803833,16.26799964904785,,12.159000396728516,12.154000282287598,,14.199999809265137,12.47599983215332,15.606,0.9138,D,Pe*,-47.614,,,,,BPS CS 30492-0001
True,,BPS CS 30492-016,,,BPS CS 30492-0016,316.20732442986,-40.24668897688,0.0133,0.0106,90,O,2020yCat.1350....0G,14.34000015258789,,,12.402000427246094,12.446000099182129,,13.890000343322754,12.786999702453613,31.778,2.0714,D,Pe*,-85.556,,,,,BPS CS 30492-0016
True,,BPS CS 30492-110,,,BPS CS 30492-0110,320.44095753984,-38.14941148607999,0.0202,0.0158,90,O,2020yCat.1350....0G,15.380000114440918,,,12.260000228881836,12.34000015258789,,14.630000114440918,12.850000381469727,3.532,0.1099,D,Pe*,-1.05,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 30492-0110
True,,BPS CS 30493-071,,,BPS CS 30493-0071,349.12832292381,-35.576613912890004,0.0119,0.0115,90,O,2020yCat.1350....0G,,,,11.774999618530273,11.819000244140625,,13.210000038146973,12.140999794006348,18.162,0.7769,D,Pe*,-6.79,,,,,BPS CS 30493-0071
True,,BPS CS 30494-003,,,BPS CS 30494-0003,59.791760537680005,-21.11332510867,0.0082,0.0096,90,O,2020yCat.1350....0G,,,11.473999977111816,10.395000457763672,10.45300006866455,,12.329999923706055,10.904000282287598,19.594,0.7438,B,Pe*,-12.242,s,,,,BPS CS 30494-0003
True,,BPS CS 31082-001,,,BD-16   251,22.379713101479997,-16.01263758735,0.018,0.0122,90,O,2020yCat.1350....0G,12.427000045776367,12.527000427246094,10.713000297546387,9.46399974822998,9.612000465393066,11.189000129699707,11.642000198364258,10.053000450134277,11.738,0.4605,A,RG*,-42.787,s,2018AJ....155..256P,CEMP,C,BPS CS 31082-0001
True,,BD-20 6008,,,BD-20  6008,310.70320670035,-20.01093997045,0.0157,0.0065,90,O,2020yCat.1350....0G,10.600000381469727,,,7.395999908447266,7.525000095367432,,9.890000343322754,8.02299976348877,-14.299,0.7211,A,Pe*,-7.284,s,,G0,D,BD-20  6008
True,,BD-18 5550,,,BD-18  5550,299.70723809067,-18.20309447949,0.0233,0.0158,90,O,2020yCat.1350....0G,10.029999732971191,10.180000305175781,8.739999771118164,6.554999828338623,6.7210001945495605,9.039999961853027,9.350000381469727,7.202000141143799,11.378,1.972,A,Pe*,-91.305,s,2016ApJ...833...20Y,CEMP-no,C,BD-18  5550
True,,BD-15 5781,,,BD-15  5781,311.39393616045,-14.520876378829996,0.0143,0.0074,90,O,2020yCat.1350....0G,11.569999694824219,,,8.288000106811523,8.46500015258789,,10.829999923706055,8.935999870300293,2.735,0.5685,A,Pe*,-21.083,s,2000ApJ...544..302B,KIIvw,D,BD-15  5781
True,,BD-01 2582,,,BD-01  2582,178.40551321672,-2.0102023050300004,0.0163,0.0112,90,O,2020yCat.1350....0G,10.289999961853027,,,7.5980000495910645,7.7170000076293945,,9.600000381469727,8.12600040435791,-18.452,2.5761,A,RG*,-121.539,s,2016ApJ...833...20Y,CEMP-s,C,BD-01  2582
True,,BD+10 2495,,,BD+10  2495,194.83304433774,9.243231831789998,0.0265,0.0162,90,O,2020yCat.1350....0G,10.4399995803833,,,7.571000099182129,7.690999984741211,,9.729999542236328,8.130000114440918,-45.183,1.7856,A,SB*,31.422,,1993ApJ...407..699P,G0,D,BD+10  2495
True,,BD+19 1185,,,HD 250792,90.81193172650083,19.360748949613615,0.0724,0.0634,90,O,2020yCat.1350....0G,9.89799976348877,9.890000343322754,8.54699993133545,7.583000183105469,7.695000171661377,8.954000473022461,9.3100004196167,8.00100040435791,668.32,14.4544,A,Pe*,-621.954,s,1985ApJS...59..197B,G1,D,BD+19  1185
True,,BD+24 1676,,,BD+24  1676,112.67194271879002,24.08618014558,0.0158,0.0123,90,O,2020yCat.1350....0G,11.149999618530273,,,9.541000366210938,9.545000076293945,10.399999618530273,10.699999809265137,9.810999870300293,162.379,3.9637,A,Pe*,-233.155,s,2007MNRAS.374..664C,F,D,BD+24  1676
True,,BD+26 3578,,,HD 338529,293.13296027841,26.390588157559996,0.017,0.0224,90,O,2020yCat.1350....0G,9.720000267028809,,,8.144000053405762,8.178999900817871,9.199999809265137,,8.35099983215332,1.48,8.4094,A,PM*,-174.425,s,2007MNRAS.374..664C,B5,D,BD+26  3578
True,,BD+29 2356,,,BD+29  2356,195.46845490739997,29.188315627769995,0.0266,0.0233,90,O,2020yCat.1350....0G,12.270000457763672,,,9.048999786376953,9.116000175476074,,11.5,9.645999908447266,-2.75,0.3154,A,RG*,-23.395,s,,,,BD+29  2356
True,,BD+44 493,,,BD+44   493,36.70724598067999,44.96292326976,0.0188,0.0154,90,O,2020yCat.1350....0G,9.630000114440918,,,7.202000141143799,7.269000053405762,9.072999954223633,9.109999656677246,7.658999919891357,118.221,4.8661,A,Pe*,-32.068,s,2019A&A...623A.128H,CEMP-no,C,BD+44   493
True,,BD+80 245,,,BD+80   245,122.77599924936584,79.90821008948251,0.0097,0.0103,90,O,2020yCat.1350....0G,10.5,,,8.26099967956543,8.333000183105469,9.880000114440918,9.960000038146973,8.711000442504883,136.7,4.3118,A,Pe*,-367.493,s,2007MNRAS.374..664C,G0,D,BD+80   245
True,,CD-38 245,,,CD-38   245,11.65081438108,-37.659320841799996,0.0114,0.012,90,O,2020yCat.1350....0G,12.732999801635742,,10.996000289916992,9.64799976348877,9.76200008392334,13.390000343322754,11.928999900817871,10.279000282287598,15.259,0.2291,A,Pe*,-7.581,s,1984ApJ...285..622B,KIIvw,D,CD-38   245
True,,CD-36 1052,,,CD-36  1052,41.90601240607,-36.10750902316,0.008,0.0106,90,O,2020yCat.1350....0G,10.425999641418457,,9.369999885559082,8.51200008392334,8.586000442504883,9.817999839782715,9.982000350952148,8.848999977111816,3.187,1.3637,A,HB*,12.591,s,1973AJ.....78..687B,Fwl,E,CD-36  1052
True,,CD-30 298,,,CD-30   298,14.682795487200002,-30.099365937199995,0.0128,0.0133,90,O,2020yCat.1350....0G,11.430000305175781,,,8.82699966430664,8.904000282287598,,10.829999923706055,9.331000328063965,67.991,1.2898,A,RG*,23.119,s,1992ApJS...83..203L,F6Vwl,D,CD-30   298
True,,CD-24 1782,,,CD-24  1782,54.67285425059,-24.047303361929995,0.0089,0.0123,90,O,2020yCat.1350....0G,10.539999961853027,,8.810999870300293,7.959000110626221,8.097000122070312,9.246000289916992,9.970000267028809,8.496999740600586,80.712,2.1096,A,Pe*,-124.312,s,,,,CD-24  1782
True,,G004-036,,,G   4-36,40.841868299915,13.4324948673475,0.0188,0.0187,90,O,2020yCat.1350....0G,11.98900032043457,,10.795000076293945,10.01200008392334,10.057999610900879,11.133000373840332,11.470999717712402,10.362000465393066,339.332,5.2633,A,PM*,-147.181,,,,,G   4-36
True,,G004-037,,,G   4-37,41.14619850291,8.48058166928,0.0178,0.0173,90,O,2020yCat.1350....0G,11.899999618530273,,,9.973999977111816,10.031999588012695,11.0,11.399999618530273,10.324000358581543,-60.282,4.4,A,Pe*,-230.138,s,,F7,D,G   4-37
True,,G009-027,,,G   9-27,132.91537557242,18.88886192185,0.094,0.0536,90,O,2020yCat.1350....0G,12.600000381469727,,,10.312000274658203,10.38700008392334,11.699999809265137,12.069999694824219,10.765999794006348,-168.283,3.71,A,SB*,-190.403,s,,,,G   9-27
True,,G010-054,,,G  10-54,177.450784540085,6.147856098064166,0.0155,0.0125,90,O,2020yCat.1350....0G,13.180000305175781,,,10.762999534606934,10.892999649047852,12.100000381469727,,11.217000007629395,32.843,5.293,A,Pe*,-315.622,s,,,,G  10-54
True,,G015-010,,,Wolf 1137,227.44175275159583,-4.751848222552221,0.0119,0.0098,90,O,2020yCat.1350....0G,12.720000267028809,,,10.145000457763672,10.208999633789062,,11.710000038146973,10.571999549865723,65.278,7.453,A,PM*,-469.465,,1985ApJS...59..197B,G2,D,G  15-10
True,,G016-025,,,Wolf  624,240.34057450610953,5.3952404918733325,0.0111,0.0094,90,O,2020yCat.1350....0G,13.920000076293945,,,11.62600040435791,11.673999786376953,13.5,,12.050999641418457,-329.692,3.4331,D,PM*,-290.58,s,2000AJ....120.1841F,sd:F8,D,G  16-25
True,,G025-022,,,G  25-22,318.7019565263354,11.0083999194675,0.013,0.014,90,O,2020yCat.1350....0G,12.880000114440918,,,10.704000473022461,10.741000175476074,12.0,12.319999694824219,11.097000122070312,-59.248,4.8264,A,Pe*,-367.883,s,1994A&A...291..895A,F8:,D,G  25-22
True,,G025-024,,,G  25-24,319.17347138932917,-1.3024355151033336,0.0164,0.0125,90,O,2020yCat.1350....0G,12.057999610900879,,10.90999984741211,10.130000114440918,10.204000473022461,11.284000396728516,11.590999603271484,10.484000205993652,266.305,5.5394,A,Pe*,-249.041,s,,,,G  25-24
True,,G026-001,,,BD-09  5746,321.69926350531,-8.39891626895,0.0449,0.0358,90,O,2020yCat.1350....0G,11.680000305175781,,,9.770999908447266,9.866999626159668,,11.199999809265137,10.137999534606934,56.041,3.7201,C,SB*,-218.112,s,,,,G  26-1
True,,G064-012,,,Wolf 1492,205.01038410406997,-0.03854168151,0.0243,0.0176,90,O,2020yCat.1350....0G,11.831999778747559,11.60099983215332,10.892000198364258,10.208000183105469,10.267999649047852,11.184000015258789,11.451000213623047,10.508999824523926,-228.847,3.6494,A,Pe*,-80.078,s,1984AJ.....89..702L,sdF0:,D,G  64-12
True,,G071-055,,,G 159-33,30.962416997790008,-0.5391753682799999,0.0154,0.0134,90,O,2020yCat.1350....0G,10.600000381469727,,,9.255999565124512,9.307000160217285,,10.779999732971191,9.64799976348877,-34.782,3.8009,B,PM*,-252.731,s,,,,G  71-55
True,,G075-056,,,G  75-56,45.095952771784575,-5.963803222969723,0.0144,0.0147,90,O,2020yCat.1350....0G,12.397000312805176,,11.295999526977539,10.557000160217285,10.5600004196167,11.626999855041504,11.949999809265137,10.847000122070312,142.332,3.2329,B,Pe*,-264.887,s,,,,G  75-56
True,,G088-023,,,G  88-23,110.82321617626002,19.01571952386,0.0116,0.0105,90,O,2020yCat.1350....0G,12.484999656677246,,11.357000350952148,10.545999526977539,10.607000350952148,11.6850004196167,12.0,10.89900016784668,46.566,4.3663,D,PM*,-270.07,,,,,G  88-23
True,,G090-003,,,G  90-3,112.46185807230002,32.86619715496,0.0162,0.0144,90,O,2020yCat.1350....0G,11.0,,,8.871000289916992,8.954000473022461,10.199999809265137,10.399999618530273,9.253999710083008,20.009,3.9541,A,Pe*,-198.368,s,1997AJ....114..363C,sd:F8,D,G  90-3
True,,G090-025,,,HD  64090,118.38800366472374,30.60507116804528,0.0196,0.0144,90,O,2020yCat.1350....0G,8.859999656677246,8.75,7.300000190734863,6.5370001792907715,6.611000061035156,7.699999809265137,8.25,6.955999851226807,706.671,36.5666,A,Pe*,-1835.394,s,2003AJ....126.2048G,K0:V_Fe-3,C,G  90-25
True,,G107-050,,,G 107-50,107.47044285756002,42.65368964839,0.0153,0.0153,90,O,2020yCat.1350....0G,,,,10.211999893188477,10.244999885559082,11.300000190734863,,10.54699993133545,20.093,3.2928,C,Pe*,-256.335,s,,,,G 107-50
True,,G115-049,,,G 115-49,136.31951351092252,38.798498565786396,0.0219,0.0159,90,O,2020yCat.1350....0G,12.100000381469727,,,10.09000015258789,10.144000053405762,11.199999809265137,,10.456000328063965,6.529,6.0376,A,PM*,-468.498,,1985ApJS...59..197B,F7,D,G 115-49
True,,G122-069,,,G 122-69,180.76792751792,47.3239745202,0.0078,0.011,90,O,2020yCat.1350....0G,12.949999809265137,,,11.071000099182129,11.156999588012695,12.100000381469727,12.399999618530273,11.394000053405762,-121.823,3.8512,C,Pe*,-253.463,s,,,,G 122-69
True,,G126-062,,,BD+17  4708,332.88073201368917,18.09282721765222,0.1483,0.1377,90,O,2020yCat.1350....0G,9.90999984741211,9.729999542236328,8.699999809265137,8.074999809265137,8.107999801635742,9.029999732971191,9.460000038146973,8.4350004196167,505.945,7.6143,A,SB*,59.27,s,2000A&A...353..978M,sdF8,D,G 126-62
True,,G137-086,,,G 137-86,242.56353486255,9.13943122376,0.0127,0.0102,90,O,2020yCat.1350....0G,14.279999732971191,,,11.722000122070312,11.73799991607666,12.600000381469727,,12.034000396728516,-221.865,2.0442,D,PM*,-92.745,,,,,G 137-86
True,,G146-056,,,G 146-56,159.96033008651,42.15140396787,0.0115,0.0114,90,O,2020yCat.1350....0G,13.65999984741211,,,11.47700023651123,11.555999755859375,12.699999809265137,,11.91100025177002,87.078,3.556,A,Pe*,-208.151,s,,,,G 146-56
True,,G146-076,,,G 146-76,164.98949539536,44.77881226167,0.0098,0.0161,90,O,2020yCat.1350....0G,,,,8.517999649047852,8.597000122070312,10.100000381469727,10.399999618530273,9.017999649047852,-100.138,1.751,A,Pe*,-219.384,s,,,,G 146-76
True,,G153-064,,,G 153-64,248.12513016417998,-8.56062021309,0.0236,0.0106,90,O,2020yCat.1350....0G,12.180000305175781,,,9.451000213623047,9.54800033569336,,11.520000457763672,9.906999588012695,-147.746,6.3036,D,PM*,-214.326,,,,,G 153-64
True,,G161-073,,,BD-03  2764,146.40762535325,-4.67458324278,0.0141,0.0136,90,O,2020yCat.1350....0G,11.333000183105469,,10.175000190734863,9.345999717712402,9.361000061035156,10.49899959564209,10.848999977111816,9.710000038146973,152.149,4.3712,D,PM*,-250.731,s,,,,G 161-73
True,,G166-047,,,G 166-47,222.51059340252,32.64895459592,0.0095,0.0129,90,O,2020yCat.1350....0G,,,,10.706999778747559,10.739999771118164,11.800000190734863,11.899999618530273,11.017999649047852,-187.463,2.9138,A,Pe*,-43.702,s,1984AJ.....89..702L,sdF3,C,G 166-47
True,,G170-047,,,BD+23  3130,263.17343633804336,23.7365626279925,0.007,0.0094,90,O,2020yCat.1350....0G,,,,6.952000141143799,7.026000022888184,8.600000381469727,8.899999618530273,7.420000076293945,-332.74,3.4089,A,Pe*,-88.094,s,2013AstL...39..689G,G0III,C,G 170-47
True,,G180-058,,,G 180-58,247.07030123527665,44.6772936045186,0.0088,0.0099,90,O,2020yCat.1350....0G,11.970000267028809,,,9.397000312805176,9.506999969482422,10.600000381469727,,9.901000022888184,-266.9,11.5304,A,Pe*,-691.673,s,1994A&A...291..895A,G5,D,G 180-58
True,,G186-026,,,HD 340279,306.18921915396,25.0519749914,0.0085,0.0084,90,O,2020yCat.1350....0G,11.229999542236328,,,9.59000015258789,9.626999855041504,10.699999809265137,10.800000190734863,9.871999740600586,89.288,5.0527,A,Pe*,-247.838,s,1997ApJ...485..370N,A5,D,G 186-26
True,,G188-022,,,BD+26  4251,325.98801604811,27.389997201629996,0.011,0.01,90,O,2020yCat.1350....0G,,,,8.645000457763672,8.737000465393066,9.899999618530273,,8.984000205993652,-237.73,7.5946,A,PM*,-160.295,s,1985ApJS...59..197B,F6,D,G 188-22
True,,G188-030,,,Wolf 1143,328.8172760482675,32.64476396048166,0.0065,0.0091,90,O,2020yCat.1350....0G,11.6899995803833,,,9.100000381469727,9.204999923706055,10.600000381469727,,9.574999809265137,760.984,12.3733,A,PM*,124.572,,1935ApJ....81..187A,G2V,D,G 188-30
