Name,Simbad_Identifier,RA_hms,DEC_dms,Teff,logg,log_L,[Fe/H],ul[N/Fe],[N/Fe],[C/Fe],[C/Fe]c,[C/Fe]f,ul[Sr/Fe],[Sr/Fe],ul[Ba/Fe],[Ba/Fe],I/O,Reference,Ref,epsc_c,MP_key,Ncap_key,C_key,epsc,epsc_f,[C/H],[C/H]f,[Sr/H],ul[Sr/H],[Ba/H],ul[Ba/H],[Sr/Ba],ul[Sr/Ba]
HE 0044-2459,HE 0044-2459,00:46:35.8758,-24:43:02.290,5242,2.92,1.25,-3.28,,,0.41,0.0,0.41,,-1.55,,,1,Barklem+2005,BAR05,0.0,EMP,,,5.56,5.56,-2.8699999999999997,-2.8699999999999997,-4.83,,,,,
HE 0044-4023,HE 0044-4023,00:46:29.3791,-40:07:22.818,5694,3.26,1.06,-2.56,,,0.36,0.0,0.36,,0.03,,-0.4,1,Barklem+2005,BAR05,0.0,VMP,,,6.23,6.23,-2.2,-2.2,-2.5300000000000002,,-2.96,,0.43000000000000005,
HE 0048-0611,HE 0048-0611,00:51:15.10,-05:55:28.0,5180,2.5,1.65,-2.66,,0.13,0.37,0.01,0.38,,,,-0.43,1,Cohen+2013,COH13,0.01,VMP,,,6.14,6.15,-2.29,-2.2800000000000002,,,-3.0900000000000003,,,
HE 0048-6408,HE 0048-6408,00:50:45.2846,-63:51:50.416,4360,0.35,3.5,-3.76,,,-0.3,0.69,0.39,,-0.82,,-1.37,1,Placco+2014a,PLA4a,0.69,EMP,,,4.37,5.06,-4.06,-3.3699999999999997,-4.58,,-5.13,,0.5500000000000002,
HE 0049-5700,HE 0049-5700,00:52:06.8471,-56:44:37.427,5952,4.08,0.31,-2.4,,,0.35,0.0,0.35,,0.19,,-0.47,1,Barklem+2005,BAR05,0.0,VMP,,,6.38,6.38,-2.05,-2.05,-2.21,,-2.87,,0.6599999999999999,
HE 0051-2304,HE 0051-2304,00:53:51.5208,-22:47:54.140,4537,1.22,2.7,-2.44,,,-0.68,0.69,0.01,,0.03,,-0.11,1,Barklem+2005,BAR05,0.69,VMP,,,5.31,6.0,-3.12,-2.43,-2.41,,-2.55,,0.14,
HE 0054-0657,HE 0054-0657,00:57:20.7791,-06:40:59.429,5908,4.4,-0.02,-2.0,,,0.25,0.0,0.25,,0.05,,-0.13,1,Barklem+2005,BAR05,0.0,VMP,,,6.68,6.68,-1.75,-1.75,-1.95,,-2.13,,0.18,
HE 0055-2314,HE 0055-2314,00:57:44.1022,-22:58:08.724,6290,4.4,0.09,-2.66,,,0.72,0.0,0.72,,,,-0.49,1,Cohen+2013,COH13,0.0,VMP,,NO,6.49,6.49,-1.9400000000000002,-1.9400000000000002,,,-3.1500000000000004,,,
HE 0057-4541,HE 0057-4541,00:59:59.2782,-45:24:53.424,5083,2.55,1.57,-2.31,,,0.13,0.01,0.14,,0.16,,-0.16,1,Barklem+2005,BAR05,0.01,VMP,,,6.25,6.26,-2.18,-2.17,-2.15,,-2.47,,0.32,
HE 0057-5959,HE 0057-5959,00:59:53.9857,-59:43:29.745,5257,2.65,1.53,-4.08,,2.15,0.86,0.0,0.86,,,,-0.46,1,Yong+2013,YON13,0.0,UMP,,NO,5.21,5.21,-3.22,-3.22,,,-4.54,,,
HE 0102-0633,HE 0102-0633,01:05:25.7046,-06:17:35.320,6012,3.7,0.71,-3.1,,,0.87,0.0,0.87,,-0.41,,-0.54,1,Cohen+2013,COH13,0.0,EMP,,NO,6.2,6.2,-2.23,-2.23,-3.5100000000000002,,-3.64,,0.13000000000000006,
HE 0102-1213,HE 0102-1213,01:05:27.9559,-11:57:30.967,6100,3.65,0.79,-3.28,,,1.31,0.0,1.31,,,-0.64,,1,Yong+2013,YON13,0.0,EMP,,NO,6.46,6.46,-1.9699999999999998,-1.9699999999999998,,,,-3.92,,
HE 0103-0357,HE 0103-0357,01:05:36.3354,-03:41:43.764,5406,3.2,1.03,-3.15,,-0.03,0.52,0.0,0.52,,,,-0.87,1,Cohen+2013,COH13,0.0,EMP,,,5.8,5.8,-2.63,-2.63,,,-4.02,,,
HE 0104-4007,HE 0104-4007,01:06:56.0084,-39:51:51.399,5154,2.64,1.5,-3.3,,,0.46,0.01,0.47,,-0.88,,-0.69,1,Barklem+2005,BAR05,0.01,EMP,,,5.59,5.6,-2.84,-2.83,-4.18,,-3.9899999999999998,,-0.19000000000000006,
HE 0104-5300,HE 0104-5300,01:06:51.9165,-52:44:10.577,4732,1.43,2.57,-3.31,,,-0.05,0.45,0.4,,-0.49,,-1.57,1,Barklem+2005,BAR05,0.45,EMP,,,5.07,5.52,-3.36,-2.91,-3.8,,-4.88,,1.08,
HE 0105-6141,HE 0105-6141,01:07:37.8492,-61:25:17.694,5218,2.83,1.34,-2.55,,,0.16,0.01,0.17,,0.08,,0.13,1,Barklem+2005,BAR05,0.01,VMP,,,6.04,6.05,-2.3899999999999997,-2.38,-2.4699999999999998,,-2.42,,-0.05,
HE 0107-5240,HE 0107-5240,01:09:29.1555,-52:24:34.202,5100,2.2,1.93,-5.54,,2.43,3.85,0.06,3.91,-0.2,,0.82,,1,Yong+2013,YON13,0.06,HMP,,NO,6.74,6.8,-1.69,-1.63,,-5.74,,-4.72,,-1.02
HE 0109-0742,HE 0109-0742,01:11:47.0721,-07:26:32.091,5315,1.85,2.35,-2.52,,,-0.18,0.15,-0.03,,0.07,,-0.22,1,Barklem+2005,BAR05,0.15,VMP,,,5.73,5.88,-2.7,-2.55,-2.45,,-2.74,,0.29000000000000004,
HE 0111-1454,HE 0111-1454,01:13:49.0883,-14:38:22.915,4632,1.05,2.91,-2.99,,,-0.26,0.74,0.48,,-0.03,,-0.75,1,Barklem+2005,BAR05,0.74,VMP,,,5.18,5.92,-3.25,-2.5100000000000002,-3.02,,-3.74,,0.72,
HE 0121-2826,HE 0121-2826,01:23:37.1402,-28:10:28.027,4955,1.99,2.09,-2.97,,,0.46,0.03,0.49,,0.37,,-0.64,1,Barklem+2005,BAR05,0.03,VMP,,,5.92,5.95,-2.5100000000000002,-2.4800000000000004,-2.6,,-3.6100000000000003,,1.01,
HE 0122-1616,HE 0122-1616,01:25:10.80,-16:00:54.0,5215,2.5,1.66,-2.8,,,0.31,0.01,0.32,,,,-1.07,1,Cohen+2013,COH13,0.01,VMP,,,5.94,5.95,-2.4899999999999998,-2.48,,,-3.87,,,
HE 0130-1749,HE 0130-1749,01:32:26.3749,-17:34:22.557,4820,1.6,2.43,-3.34,,,0.4,0.32,0.72,,,,-0.72,1,Cohen+2013,COH13,0.32,EMP,,NO,5.49,5.81,-2.94,-2.62,,,-4.06,,,
HE 0131-2740,HE 0131-2740,01:33:25.7848,-27:25:28.017,5351,3.03,1.18,-3.08,,,0.31,0.0,0.31,,,,,1,Barklem+2005,BAR05,0.0,EMP,,,5.66,5.66,-2.77,-2.77,,,,,,
HE 0132-2429,HE 0132-2439,01:34:58.8596,-24:24:18.618,5294,2.75,1.44,-3.6,,1.22,0.83,0.01,0.84,,0.13,,-0.85,1,Cohen+2008,COH08,0.01,EMP,,NO,5.66,5.67,-2.77,-2.7600000000000002,-3.47,,-4.45,,0.98,
HE 0134-1519,HE 0134-1519,01:37:05.3770,-15:04:22.792,5525,3.17,1.1,-3.98,-0.2,,1.0,0.0,1.0,,,-0.81,,1,Hansen+2014,HAN14,0.0,EMP,,NO,5.45,5.45,-2.98,-2.98,,,,-4.79,,
HE 0139-2826,HE 0139-2826,01:41:36.8114,-28:11:02.828,4900,1.5,2.56,-3.46,,0.03,0.48,0.38,0.86,,-1.51,,-1.22,1,Placco+2014a,PLA4a,0.38,EMP,,NO,5.45,5.83,-2.98,-2.6,-4.97,,-4.68,,-0.29000000000000004,
HE 0143-1135,HE 0143-1135,01:46:10.3260,-11:20:10.803,5629,4.53,-0.23,-2.13,,,0.19,0.0,0.19,,-0.1,,-0.13,1,Barklem+2005,BAR05,0.0,VMP,,,6.49,6.49,-1.94,-1.94,-2.23,,-2.26,,0.03,
HE 0143-4108,HE 0143-4108,01:45:19.9384,-40:53:36.258,5121,2.41,1.72,-2.62,,,0.12,0.01,0.13,,-0.84,,-1.23,1,Barklem+2005,BAR05,0.01,VMP,,,5.93,5.94,-2.5,-2.49,-3.46,,-3.85,,0.39,
HE 0143-4146,HE 0143-4146,01:45:18.0337,-41:31:46.510,4799,1.5,2.52,-2.95,,,0.07,0.41,0.48,,-0.52,,-0.84,1,Barklem+2005,BAR05,0.41,VMP,,,5.55,5.96,-2.8800000000000003,-2.47,-3.47,,-3.79,,0.31999999999999995,
HE 0146-1548,HE 0146-1548,01:48:34.7215,-15:33:24.492,4636,0.99,2.97,-3.46,,,0.84,0.73,1.57,,,,-0.71,1,Yong+2013,YON13,0.73,EMP,,NO,5.81,6.54,-2.62,-1.89,,,-4.17,,,
HE 0157-3335,HE 0157-3335,02:00:00.2201,-33:21:22.177,4775,1.62,2.39,-3.08,,,-0.26,0.29,0.03,,0.15,,-0.46,1,Barklem+2005,BAR05,0.29,EMP,,,5.09,5.38,-3.34,-3.0500000000000003,-2.93,,-3.54,,0.61,
HE 0200-0955,HE 0200-0955,02:03:16.2114,-09:40:48.783,5216,2.57,1.6,-2.47,,,0.37,0.01,0.38,,-0.26,,-0.73,1,Barklem+2005,BAR05,0.01,VMP,,,6.33,6.34,-2.1,-2.0900000000000003,-2.7300000000000004,,-3.2,,0.47,
HE 0226+0103,HE 0226+0103,02:29:13.7068,+01:17:15.603,5250,2.7,1.48,-2.81,,0.88,0.04,0.01,0.05,,,,0.12,1,Cohen+2013,COH13,0.01,VMP,,,5.66,5.67,-2.77,-2.7600000000000002,,,-2.69,,,
HE 0233-0343,HE 0233-0343,02:36:29.7931,-03:30:06.029,6075,3.4,1.03,-4.68,1.2,,3.32,0.0,3.32,,,0.7,,1,Hansen+2014,HAN14,0.0,UMP,,NO,7.07,7.07,-1.3599999999999999,-1.3599999999999999,,,,-3.9799999999999995,,
HE 0240-0807,HE 0240-0807,02:42:57.7258,-07:54:35.382,4729,1.54,2.46,-2.68,,,-0.39,0.42,0.03,,0.01,,0.16,1,Barklem+2005,BAR05,0.42,VMP,,,5.36,5.78,-3.0700000000000003,-2.6500000000000004,-2.6700000000000004,,-2.52,,-0.15,
HE 0240-6105,HE 0240-6105,02:42:06.1135,-60:53:03.064,4720,1.26,2.73,-3.23,,,-0.29,0.59,0.3,,0.46,,-0.73,1,Barklem+2005,BAR05,0.59,EMP,,,4.91,5.5,-3.52,-2.93,-2.77,,-3.96,,1.19,
HE 0243-0753,HE 0243-0753,02:46:14.1485,-07:40:53.054,5066,2.29,1.82,-2.49,,,0.25,0.01,0.26,,-0.28,,-1.07,1,Barklem+2005,BAR05,0.01,VMP,,,6.19,6.2,-2.24,-2.2300000000000004,-2.7700000000000005,,-3.5600000000000005,,0.79,
HE 0243-5238,HE 0243-5238,02:45:36.1837,-52:25:57.888,5085,2.35,1.77,-3.04,,,0.36,0.01,0.37,,0.06,,-0.35,1,Barklem+2005,BAR05,0.01,EMP,,,5.75,5.76,-2.68,-2.67,-2.98,,-3.39,,0.41,
HE 0244-4111,HE 0244-4111,02:45:57.4567,-40:59:06.818,5624,3.39,0.91,-2.56,,,0.21,0.0,0.21,,-0.05,,-0.37,1,Barklem+2005,BAR05,0.0,VMP,,,6.08,6.08,-2.35,-2.35,-2.61,,-2.93,,0.32,
HE 0248+0039,HE 0248+0039,02:50:59.0503,+00:51:31.459,5199,2.57,1.59,-2.53,,,0.05,0.01,0.06,,-0.15,,-0.31,1,Barklem+2005,BAR05,0.01,VMP,,,5.95,5.96,-2.48,-2.4699999999999998,-2.6799999999999997,,-2.84,,0.16,
HE 0255-0859,HE 0255-0859,02:57:30.50,-08:47:05.0,5250,4.8,-0.62,-2.55,,,-0.18,0.0,-0.18,,,,-0.71,1,Cohen+2013,COH13,0.0,VMP,,,5.7,5.7,-2.73,-2.73,,,-3.26,,,
HE 0256-1109,HE 0256-1109,02:59:10.1814,-10:58:01.879,5891,4.04,0.34,-2.73,,,0.63,0.0,0.63,,,,,1,Barklem+2005,BAR05,0.0,VMP,,,6.33,6.33,-2.1,-2.1,,,,,,
HE 0300-0751,HE 0300-0751,03:03:04.0689,-07:39:42.390,5280,2.97,1.22,-2.27,,,0.06,0.01,0.07,,0.23,,-0.02,1,Barklem+2005,BAR05,0.01,VMP,,,6.22,6.23,-2.21,-2.2,-2.04,,-2.29,,0.25,
HE 0302-3417a,HE 0302-3417a,03:04:28.4444,-34:06:04.581,4400,0.2,3.67,-3.7,,,0.48,0.72,1.2,,,,-2.1,1,Hollek+2011,HOL11,0.72,EMP,,NO,5.21,5.93,-3.22,-2.5,,,-5.800000000000001,,,
HE 0305-4520,HE 0305-4520,03:07:02.1830,-45:09:00.542,4817,1.56,2.47,-2.91,,,0.29,0.36,0.65,,-0.56,,0.53,1,Barklem+2005,BAR05,0.36,VMP,,,5.81,6.17,-2.62,-2.2600000000000002,-3.47,,-2.38,,-1.09,
HE 0308-1154,HE 0308-1154,03:11:09.7226,-11:43:21.400,4984,2.05,2.04,-2.82,,,0.34,0.02,0.36,,-1.83,,,1,Barklem+2005,BAR05,0.02,VMP,,,5.95,5.97,-2.48,-2.46,-4.65,,,,,
HE 0312-5200,HE 0312-5200,03:13:56.5301,-51:49:02.189,5204,2.6,1.56,-3.11,,,0.26,0.01,0.27,,,,-0.98,1,Cohen+2013,COH13,0.01,EMP,,,5.58,5.59,-2.8499999999999996,-2.84,,,-4.09,,,
HE 0315+0000,HE 0315+0000,03:17:39.0100,+00:11:04.600,5013,2.11,1.99,-2.73,,,0.14,0.01,0.15,,0.09,,0.3,1,Barklem+2005,BAR05,0.01,VMP,,,5.84,5.85,-2.59,-2.58,-2.64,,-2.43,,-0.21,
HE 0316+0214,HE 0316+0214,03:19:09.2348,+02:24:54.195,4639,1.39,2.57,-3.14,,,-0.75,0.53,-0.22,,-1.38,,-1.43,1,Barklem+2005,BAR05,0.53,EMP,,,4.54,5.07,-3.89,-3.3600000000000003,-4.52,,-4.57,,0.050000000000000044,
HE 0317-0554,HE 0317-0554,03:19:49.60,-05:43:40.0,5400,3.1,1.13,-2.75,,,0.4,0.01,0.41,,,,-0.32,1,Cohen+2013,COH13,0.01,VMP,,,6.08,6.09,-2.35,-2.34,,,-3.07,,,
HE 0317-4640,HE 0317-4640,03:18:56.2434,-46:29:27.609,5872,4.1,0.27,-2.32,,,0.18,0.0,0.18,,0.01,,-0.24,1,Barklem+2005,BAR05,0.0,VMP,,,6.29,6.29,-2.1399999999999997,-2.1399999999999997,-2.31,,-2.5599999999999996,,0.25,
HE 0323-4529,HE 0323-4529,03:25:30.2051,-45:19:31.439,5127,2.51,1.63,-3.14,,,0.34,0.01,0.35,,0.38,,0.25,1,Barklem+2005,BAR05,0.01,EMP,,,5.63,5.64,-2.8000000000000003,-2.79,-2.7600000000000002,,-2.89,,0.13,
HE 0324+0152a,HE 0324+0152a,03:26:53.8806,+02:02:28.154,4775,1.2,2.81,-3.32,,,0.18,0.66,0.84,,,,-1.2,1,Hollek+2011,HOL11,0.66,EMP,,NO,5.29,5.95,-3.1399999999999997,-2.48,,,-4.52,,,
HE 0328-1047,HE 0328-1047,03:30:45.3602,-10:37:09.843,5301,3.03,1.16,-2.24,,,0.11,0.01,0.12,,0.11,,-0.12,1,Barklem+2005,BAR05,0.01,VMP,,,6.3,6.31,-2.1300000000000003,-2.12,-2.1300000000000003,,-2.3600000000000003,,0.22999999999999998,
HE 0330-4004,HE 0330-4004,03:32:07.3744,-39:54:50.165,5946,3.78,0.61,-2.19,,,0.04,0.0,0.04,,0.04,,-0.08,1,Barklem+2005,BAR05,0.0,VMP,,,6.28,6.28,-2.15,-2.15,-2.15,,-2.27,,0.12,
HE 0331-4939,HE 0331-4939,03:32:41.8302,-49:29:09.333,5206,2.6,1.56,-2.87,,,0.3,0.01,0.31,,0.03,,-0.98,1,Barklem+2005,BAR05,0.01,VMP,,,5.86,5.87,-2.5700000000000003,-2.56,-2.8400000000000003,,-3.85,,1.01,
HE 0332-1007,HE 0332-1007,03:35:16.60,-09:57:34.0,4750,1.3,2.7,-2.9,,,-0.64,0.62,-0.02,,,,-0.33,1,Cohen+2013,COH13,0.62,VMP,,,4.89,5.51,-3.54,-2.92,,,-3.23,,,
HE 0333-4001,HE 0333-4001,03:35:25.7808,-39:51:46.961,5892,4.31,0.07,-2.64,,,0.28,0.0,0.28,,-0.05,,-0.21,1,Barklem+2005,BAR05,0.0,VMP,,,6.07,6.07,-2.3600000000000003,-2.3600000000000003,-2.69,,-2.85,,0.15999999999999998,
HE 0336-3829,HE 0336-3829,03:38:31.7807,-38:20:14.082,5740,3.22,1.11,-2.75,,,0.19,0.0,0.19,,-0.19,,-0.13,1,Barklem+2005,BAR05,0.0,VMP,,,5.87,5.87,-2.56,-2.56,-2.94,,-2.88,,-0.06,
HE 0337-5127,HE 0337-5127,03:39:13.1258,-51:18:16.317,5247,2.86,1.32,-2.61,,,0.12,0.01,0.13,,0.09,,-0.07,1,Barklem+2005,BAR05,0.01,VMP,,,5.94,5.95,-2.4899999999999998,-2.48,-2.52,,-2.6799999999999997,,0.16,
HE 0340-5355,HE 0340-5355,03:41:34.5669,-53:46:18.053,4862,1.81,2.23,-2.88,,,-0.15,0.13,-0.02,,-0.43,,-1.46,1,Barklem+2005,BAR05,0.13,VMP,,,5.4,5.53,-3.03,-2.9,-3.31,,-4.34,,1.03,
HE 0344-0243,HE 0344-0243,03:46:50.0746,-02:34:13.338,5140,2.3,1.84,-3.35,,0.72,-0.09,0.01,-0.08,,,,-1.23,1,Cohen+2013,COH13,0.01,EMP,,,4.99,5.0,-3.44,-3.43,,,-4.58,,,
HE 0347-1819,HE 0347-1819,03:49:18.3713,-18:10:40.587,5198,4.23,-0.07,-2.77,,,-0.01,0.0,-0.01,,-0.08,,-0.56,1,Barklem+2005,BAR05,0.0,VMP,,,5.65,5.65,-2.78,-2.78,-2.85,,-3.33,,0.48000000000000004,
HE 0349-0045,HE 0349-0045,03:51:46.30,-00:36:53.0,5022,2.3,1.8,-2.23,,0.5,0.15,0.01,0.16,,,,-1.56,1,Cohen+2013,COH13,0.01,VMP,,,6.35,6.36,-2.08,-2.07,,,-3.79,,,
HE 0353-6024,HE 0353-6024,03:53:59.3229,-60:15:15.437,5320,3.15,1.05,-3.17,,,0.25,0.0,0.25,,-1.18,,,1,Barklem+2005,BAR05,0.0,EMP,,,5.51,5.51,-2.92,-2.92,-4.35,,,,,
HE 0400-2917,HE 0400-2917,04:02:06.3501,-29:08:47.967,5065,2.39,1.72,-2.88,,,0.11,0.01,0.12,,-0.77,,-1.14,1,Barklem+2005,BAR05,0.01,VMP,,,5.66,5.67,-2.77,-2.76,-3.65,,-4.02,,0.3699999999999999,
HE 0401-0138,HE 0401-0138,04:03:49.8786,-01:30:02.448,4866,1.76,2.28,-3.34,,,0.2,0.12,0.32,,0.21,,-0.25,1,Barklem+2005,BAR05,0.12,EMP,,,5.29,5.41,-3.1399999999999997,-3.02,-3.13,,-3.59,,0.45999999999999996,
HE 0401-3835,HE 0401-3835,04:03:14.8988,-38:27:39.683,5458,3.2,1.04,-3.05,,,0.78,0.0,0.78,,,,-0.75,1,Cohen+2013,COH13,0.0,EMP,,NO,6.16,6.16,-2.2699999999999996,-2.2699999999999996,,,-3.8,,,
HE 0411-5725,HE 0411-5725,04:12:05.1903,-57:17:59.420,5000,2.1,1.99,-3.08,,,0.35,0.01,0.36,,,,-1.25,1,Cohen+2013,COH13,0.01,EMP,,,5.7,5.71,-2.73,-2.72,,,-4.33,,,
HE 0417-0821,HE 0417-0821,04:19:31.5142,-08:14:19.444,5811,4.83,-0.48,-2.33,,,0.21,0.0,0.21,,-0.06,,-0.41,1,Barklem+2005,BAR05,0.0,VMP,,,6.31,6.31,-2.12,-2.12,-2.39,,-2.74,,0.35,
HE 0420+0123a,HE 0420+0123a,04:23:14.5447,+01:30:48.301,4800,1.45,2.57,-3.03,,,0.33,0.45,0.78,,,,0.08,1,Hollek+2011,HOL11,0.45,EMP,,CE,5.73,6.18,-2.6999999999999997,-2.25,,,-2.9499999999999997,,,
HE 0430-4901,HE 0430-4901,04:31:31.1369,-48:54:41.518,5296,3.12,1.07,-2.72,,,0.05,0.01,0.06,,0.1,,0.46,1,Barklem+2005,BAR05,0.01,VMP,R2,,5.76,5.77,-2.6700000000000004,-2.66,-2.62,,-2.2600000000000002,,-0.36,
HE 0432-1005a,HE 0432-1005a,04:35:01.3223,-09:59:36.363,4525,0.5,3.42,-3.21,,,0.23,0.73,0.96,,,,-0.9,1,Hollek+2011,HOL11,0.73,EMP,,NO,5.45,6.18,-2.98,-2.25,,,-4.11,,,
HE 0436-4008,HE 0436-4008,04:38:11.1244,-40:03:01.731,5431,3.34,0.9,-2.35,,,0.45,0.0,0.45,,0.43,,-0.31,1,Barklem+2005,BAR05,0.0,VMP,,,6.53,6.53,-1.9000000000000001,-1.9000000000000001,-1.9200000000000002,,-2.66,,0.74,
HE 0441-4343,HE 0441-4343,04:43:20.4304,-43:38:20.514,5629,3.59,0.71,-2.52,,,0.29,0.0,0.29,,-0.01,,-0.65,1,Barklem+2005,BAR05,0.0,VMP,,,6.2,6.2,-2.23,-2.23,-2.53,,-3.17,,0.64,
HE 0442-1234,HE 0442-1234,04:44:51.7052,-12:28:45.533,4604,1.34,2.61,-2.41,,,-0.65,0.61,-0.04,,-0.22,,-0.19,1,Barklem+2005,BAR05,0.61,VMP,,,5.37,5.98,-3.06,-2.45,-2.6300000000000003,,-2.6,,-0.03,
HE 0445-2339,HE 0445-2339,04:47:07.00,-23:34:14.0,5165,2.1,2.05,-2.85,,,-0.57,0.0,-0.57,,,,-0.64,1,Cohen+2013,COH13,0.0,VMP,,,5.01,5.01,-3.42,-3.42,,,-3.49,,,
HE 0447-1858,HE 0447-1858,04:49:41.4770,-18:53:19.101,5570,3.5,0.78,-2.56,,-1.12,0.17,0.0,0.17,,,,-1.61,1,Cohen+2013,COH13,0.0,VMP,,,6.04,6.04,-2.39,-2.39,,,-4.17,,,
HE 0450-4705,HE 0450-4705,04:51:33.5653,-47:00:03.814,5429,3.34,0.89,-3.1,,,0.8,0.0,0.8,,-0.38,,,1,Barklem+2005,BAR05,0.0,EMP,,CE,6.13,6.13,-2.3,-2.3,-3.48,,,,,
HE 0454-4758,HE 0454-4758,04:55:26.7156,-47:53:41.752,5388,3.33,0.89,-3.1,,,0.4,0.0,0.4,,-0.26,,-0.74,1,Barklem+2005,BAR05,0.0,EMP,,,5.73,5.73,-2.7,-2.7,-3.3600000000000003,,-3.84,,0.48,
HE 0501-5139,HE 0501-5139,05:02:48.2100,-51:35:36.308,5861,3.54,0.83,-2.38,,,0.36,0.0,0.36,,-0.03,,,1,Barklem+2005,BAR05,0.0,VMP,,,6.41,6.41,-2.02,-2.02,-2.4099999999999997,,,,,
HE 0501-5644,HE 0501-5644,05:02:35.2746,-56:40:20.912,5033,2.3,1.8,-2.4,,,0.23,0.01,0.24,,-0.06,,-0.5,1,Barklem+2005,BAR05,0.01,VMP,,,6.26,6.27,-2.17,-2.16,-2.46,,-2.9,,0.44,
HE 0512-3835,HE 0512-3835,05:13:59.4990,-38:31:54.560,4948,2.01,2.06,-2.39,,,-0.26,0.04,-0.22,,0.13,,-0.16,1,Barklem+2005,BAR05,0.04,VMP,,,5.78,5.82,-2.6500000000000004,-2.6100000000000003,-2.2600000000000002,,-2.5500000000000003,,0.29000000000000004,
HE 0513-4557,HE 0513-4557,05:15:12.2122,-45:54:10.460,5629,3.62,0.68,-2.79,,,0.35,0.0,0.35,,0.11,,,1,Barklem+2005,BAR05,0.0,VMP,,,5.99,5.99,-2.44,-2.44,-2.68,,,,,
HE 0516-3820,HE 0516-3820,05:18:12.9204,-38:17:32.704,5342,3.05,1.16,-2.32,,,0.35,0.01,0.36,,0.14,,-0.16,1,Barklem+2005,BAR05,0.01,VMP,,,6.46,6.47,-1.9699999999999998,-1.96,-2.1799999999999997,,-2.48,,0.30000000000000004,
HE 0517-1952,HE 0517-1952,05:19:18.7741,-19:49:13.092,5254,1.99,2.19,-2.61,,,-0.56,0.03,-0.53,,0.07,,-0.43,1,Barklem+2005,BAR05,0.03,VMP,,,5.26,5.29,-3.17,-3.1399999999999997,-2.54,,-3.04,,0.5,
HE 0519-5525,HE 0519-5525,05:19:59.1518,-55:22:41.811,5580,3.48,0.8,-2.52,,,0.25,0.0,0.25,,0.29,,-0.24,1,Barklem+2005,BAR05,0.0,VMP,,,6.16,6.16,-2.27,-2.27,-2.23,,-2.76,,0.53,
HE 0520-1748,HE 0520-1748,05:22:25.8629,-17:46:06.877,5272,3.06,1.12,-2.52,,,0.41,0.01,0.42,,-0.44,,-0.64,1,Barklem+2005,BAR05,0.01,VMP,,,6.32,6.33,-2.11,-2.1,-2.96,,-3.16,,0.2,
HE 0524-2055,HE 0524-2055,05:27:04.4443,-20:52:42.096,4739,1.57,2.43,-2.59,,,-0.29,0.41,0.12,,0.23,,0.02,1,Barklem+2005,BAR05,0.41,VMP,,,5.55,5.96,-2.88,-2.4699999999999998,-2.36,,-2.57,,0.21000000000000002,
HE 0533-5340,HE 0533-5340,05:34:54.1290,-53:38:23.979,4937,1.8,2.27,-2.67,,,-0.06,0.18,0.12,,,,-0.94,1,Cohen+2013,COH13,0.18,VMP,,,5.7,5.88,-2.73,-2.55,,,-3.61,,,
HE 0534-4615,HE 0534-4615,05:35:52.9449,-46:13:35.975,5506,3.4,0.86,-2.01,,,0.09,0.0,0.09,,0.15,,-0.06,1,Barklem+2005,BAR05,0.0,VMP,,,6.51,6.51,-1.9199999999999997,-1.9199999999999997,-1.8599999999999999,,-2.07,,0.21,
HE 0547-4539,HE 0547-4539,05:49:13.7845,-45:39:04.087,5152,2.59,1.55,-3.01,,,0.46,0.01,0.47,,0.28,,-1.08,1,Barklem+2005,BAR05,0.01,EMP,,,5.88,5.89,-2.55,-2.54,-2.7299999999999995,,-4.09,,1.36,
HE 0557-4840,HE 0557-4840,05:58:39.2660,-48:39:56.890,4900,2.2,1.86,-4.75,,,1.65,0.01,1.66,-1.04,,,0.03,1,Masseron+2012,MAS12,0.01,UMP,,NO,5.33,5.34,-3.1,-3.09,,-5.79,-4.72,,,-1.07
HE 0858-0016,HE 0858-0016,09:01:32.3652,-00:28:01.980,4447,0.75,3.14,-2.75,,,-0.84,0.77,-0.07,,-0.6,,-0.59,1,Barklem+2005,BAR05,0.77,VMP,,,4.84,5.61,-3.59,-2.82,-3.35,,-3.34,,-0.010000000000000009,
HE 0926-0508,HE 0926-0508,09:28:55.3529,-05:21:40.492,6249,4.24,0.24,-2.78,,,0.53,0.0,0.53,,0.08,,-0.36,1,Barklem+2005,BAR05,0.0,VMP,,,6.18,6.18,-2.25,-2.25,-2.6999999999999997,,-3.1399999999999997,,0.44,
HE 0926-0546,HE 0926-0546,09:29:27.9598,-05:59:43.433,5159,2.5,1.65,-3.73,,1.2,0.5,0.01,0.51,,,,-0.78,1,Cohen+2013,COH13,0.01,EMP,,,5.2,5.21,-3.23,-3.2199999999999998,,,-4.51,,,
HE 0938+0114,HE 0938+0114,09:40:43.2053,+01:00:29.511,6777,4.89,-0.27,-2.51,,,0.57,0.0,0.57,,0.02,,-0.19,1,Barklem+2005,BAR05,0.0,VMP,,,6.49,6.49,-1.94,-1.94,-2.4899999999999998,,-2.6999999999999997,,0.21,
HE 0951-1152,HE 0951-1152,09:54:17.3358,-12:06:15.254,5349,4.75,-0.54,-2.62,,,0.06,0.0,0.06,,-0.4,,0.04,1,Barklem+2005,BAR05,0.0,VMP,,,5.87,5.87,-2.56,-2.56,-3.02,,-2.58,,-0.44,
