JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
3734,1,BEN14,Bensby+2014,,HIP 7961,,,,SUN,,,,01:42:14.92,-17:53:19.46,25.56216,-17.88874,,,,,,,,,,,5648.0,3.91,-0.62,1.08,,,,,8.62,,5.76,7.36,6.2,7.13,,,,5.99,,4.62,,5.04,,6.88,,5.61,,4.1,,,,,,,1.51,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3735,2,BEN14,Bensby+2014,,HIP 8572,,,,VMP,,,,01:50:32.65,-09:21:02.84,27.63603,-9.35079,,,,,,,,,,,5931.0,3.77,-2.62,1.5,,,,,,,,,,,,,,4.18,,2.85,,,,4.88,,3.73,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3736,1,BEN14,Bensby+2014,,HIP 8674,,,,SUN,,,,01:51:40.53,-16:19:03.58,27.91887,-16.31766,,,,,,,,,,,5526.0,4.45,-0.61,0.73,,,,,8.54,,5.69,7.25,6.09,7.08,,,,5.89,,4.6,,5.04,,6.89,,5.61,,4.16,,,,,,,2.27,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3737,1,BEN14,Bensby+2014,,HIP 8758,,,,SUN,,,,01:52:42.16,-27:14:43.40,28.17566,-27.24539,,,,,,,,,,,5920.0,4.29,0.0,1.03,,,,,8.66,,6.25,7.6,6.44,7.53,,,,6.37,,4.98,,5.62,,7.5,,6.2,,4.52,,,,,,,2.16,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3738,1,BEN14,Bensby+2014,,HIP 8798,,,,SUN,,,,01:53:06.20,-01:19:36.98,28.27583,-1.32694,,,,,,,,,,,5749.0,4.37,-0.23,0.98,,,,,8.74,,6.03,7.6,6.45,7.41,,,,6.22,,4.91,,5.42,,7.27,,6,,4.54,,,,,,,1.92,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3739,1,BEN14,Bensby+2014,,HIP 8859,,,,SUN,,,,01:53:57.68,+10:36:50.51,28.49034,10.61403,,,,,,,,,,,6420.0,4.21,-0.3,1.56,,,,,8.47,,5.95,7.45,6.18,7.25,,,,6.1,,4.67,,5.29,,7.2,,5.85,,4.13,,,,,,,1.85,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3740,1,BEN14,Bensby+2014,,HIP 9085,,,,SUN,,,,01:56:59.99,-51:45:58.50,29.24994,-51.76625,,,,,,,,,,,6334.0,4.29,-0.26,1.35,,,,,,,5.99,7.46,6.16,7.3,,,,6.16,,4.74,,5.36,,7.24,,5.91,,4.24,,,,,,,1.69,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3741,1,BEN14,Bensby+2014,,HIP 9137,,,,SUN,,,,01:57:46.18,+14:23:20.26,29.4424,14.38896,,,,,,,,,,,6310.0,4.25,-0.33,1.42,,,,,8.42,,5.96,7.45,6.19,7.27,,,,6.11,,4.67,,5.28,,7.17,,5.83,,4.22,,,,,,,1.79,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3742,1,BEN14,Bensby+2014,,HIP 9381,,,,SUN,,,,02:00:32.13,-40:43:52.50,30.13386,-40.73125,,,,,,,,,,,5673.0,4.35,-0.28,0.93,,,,,8.75,,6.03,7.56,6.42,7.37,,,,6.13,,4.84,,5.37,,7.22,,5.97,,4.42,,,,,,,1.86,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3743,1,BEN14,Bensby+2014,,HIP 9629,,,,SUN,,,,02:03:46.00,-40:28:08.72,30.94167,-40.46909,,,,,,,,,,,5362.0,4.45,-0.28,0.69,,,,,8.8,,5.96,7.46,6.33,7.34,,,,6.09,,4.84,,5.4,,7.22,,5.93,,4.35,,,,,,,2.02,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3744,1,BEN14,Bensby+2014,,HIP 9818,,,,SUN,,,,02:06:18.22,-45:41:47.62,31.57593,-45.69656,,,,,,,,,,,5579.0,4.04,-0.05,0.98,,,,,8.86,,6.24,7.69,6.59,7.57,,,,6.37,,5.04,,5.58,,7.45,,6.2,,4.73,,,,,,,2.09,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3745,1,BEN14,Bensby+2014,,HIP 10116,,,,SUN,,,,02:10:08.23,-64:21:18.29,32.5343,-64.35508,,,,,,,,,,,5855.0,4.06,-0.01,1.2,,,,,8.64,,6.26,7.59,6.48,7.52,,,,6.37,,4.98,,5.62,,7.49,,6.2,,4.52,,,,,,,2.09,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3746,1,BEN14,Bensby+2014,,HIP 10306,,,,SUN,,,,02:12:48.09,+21:12:39.56,33.20036,21.21099,,,,,,,,,,,6507.0,3.96,-0.19,1.65,,,,,,,6.12,7.46,6.35,7.37,,,,6.23,,4.81,,5.4,,7.31,,6,,4.27,,,,,,,2.1,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3747,1,BEN14,Bensby+2014,,HIP 10483,,,,SUN,,,,02:15:11.31,-35:07:03.90,33.79713,-35.11775,,,,,,,,,,,6113.0,4.29,-0.12,1.23,,,,,8.52,,6.14,7.49,6.34,7.38,,,,6.22,,4.8,,5.48,,7.38,,6.05,,4.43,,,,,,,1.98,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3748,1,BEN14,Bensby+2014,,HIP 10798,,,,SUN,,,,02:18:58.50,-25:56:44.48,34.74377,-25.94569,,,,,,,,,,,5302.0,4.61,-0.51,0.65,,,,,8.48,,5.75,7.17,6.07,7.1,,,,5.84,,4.56,,5.18,,6.99,,5.71,,4.15,,,,,,,1.77,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3749,1,BEN14,Bensby+2014,,HIP 10842,,,,SUN,,,,02:19:33.74,-67:41:54.49,34.89057,-67.69847,,,,,,,,,,,5457.0,4.34,-0.36,0.85,,,,,8.8,,5.9,7.57,6.38,7.34,,,,6.1,,4.81,,5.35,,7.14,,5.86,,4.36,,,,,,,1.87,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3750,1,BEN14,Bensby+2014,,HIP 10977,,,,SUN,,,,02:21:24.00,-30:56:01.10,35.34998,-30.93364,,,,,,,,,,,5014.0,4.57,-0.14,0.68,,,,,8.56,,6.01,7.44,6.33,7.35,,,,6.18,,4.93,,5.6,,7.36,,6.07,,4.41,,,,,,,2.33,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3751,1,BEN14,Bensby+2014,,HIP 11072,,,,SUN,,,,02:22:32.60,-23:49:00.48,35.63585,-23.8168,,,,,,,,,,,5917.0,3.96,0.0,1.26,,,,,8.66,,6.31,7.65,6.53,7.54,,,,6.36,,4.97,,5.64,,7.5,,6.22,,4.57,,,,,,,2.13,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3752,1,BEN14,Bensby+2014,,HIP 11205,,,,SUN,,,,02:24:15.95,-36:54:27.86,36.06646,-36.90774,,,,,,,,,,,5445.0,4.38,-0.06,0.77,,,,,8.76,,6.14,7.6,6.44,7.51,,,,6.28,,4.92,,5.59,,7.44,,6.17,,4.53,,,,,,,2.12,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3753,1,BEN14,Bensby+2014,,HIP 11309,,,,SUN,,,,02:25:33.94,+11:58:16.43,36.39141,11.97123,,,,,,,,,,,6195.0,3.99,-0.34,1.46,,,,,,,5.98,7.34,6.19,7.24,,,,6.07,,4.65,,5.24,,7.16,,5.89,,4.15,,,,,,,1.74,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3754,1,BEN14,Bensby+2014,,HIP 11586,,,,SUN,,,,02:29:19.03,-21:02:16.80,37.32928,-21.038,,,,,,,,,,,6391.0,4.01,-0.45,1.62,,,,,8.41,,5.87,7.34,,7.11,,,,5.98,,4.58,,5.15,,7.05,,5.72,,3.97,,,,,,,1.7,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3755,2,BEN14,Bensby+2014,,HIP 12306,,,,SUN,,,,02:38:27.86,+30:48:59.87,39.61609,30.81663,,,,,,,,,,,5832.0,4.44,-0.52,0.95,,,,,,,5.78,7.36,6.12,7.14,,,,5.95,,4.67,,5.14,,6.98,,5.75,,4.11,,,,,,,1.58,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3756,1,BEN14,Bensby+2014,,HIP 12381,,,,SUN,,,,02:39:23.74,-14:17:21.34,39.84892,-14.28926,,,,,,,,,,,6195.0,4.07,-0.23,1.28,,,,,8.63,,6.0,7.55,6.21,7.36,,,,6.19,,4.75,,5.37,,7.27,,5.93,,4.38,,,,,,,2.15,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3757,1,BEN14,Bensby+2014,,HIP 12411,,,,SUN,,,,02:39:47.62,-33:54:00.18,39.94842,-33.90005,,,,,,,,,,,5513.0,4.45,-0.14,0.86,,,,,8.72,,6.06,7.54,6.42,7.42,,,,6.21,,4.89,,5.51,,7.36,,6.07,,4.5,,,,,,,2.03,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3758,1,BEN14,Bensby+2014,,HIP 12483,,,,SUN,,,,02:40:38.78,-30:08:07.44,40.16157,-30.1354,,,,,,,,,,,5703.0,3.87,-0.7,0.84,,,,,8.62,,5.65,7.27,5.95,7.07,,,,5.9,,4.49,,4.93,,6.8,,5.5,,4.03,,,,,,,1.43,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3759,1,BEN14,Bensby+2014,,HIP 12889,,,,SUN,,,,02:45:41.01,-38:09:31.39,41.42087,-38.15872,,,,,,,,,,,5999.0,4.23,-0.13,1.2,,,,,8.6,,6.15,7.58,6.38,7.41,,,,6.25,,4.82,,5.47,,7.37,,6.06,,4.42,,,,,,,1.99,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3760,1,BEN14,Bensby+2014,,HIP 13315,,,,SUN,,,,02:51:21.83,-55:04:28.99,42.84094,-55.07472,,,,,,,,,,,5674.0,3.84,-0.32,1.19,,,,,8.44,,5.95,7.43,6.22,7.23,,,,6.06,,4.65,,5.29,,7.18,,5.86,,4.45,,,,,,,1.82,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3761,1,BEN14,Bensby+2014,,HIP 13350,,,,SUN,,,,02:51:46.54,-51:29:13.67,42.94392,-51.48713,,,,,,,,,,,5431.0,4.39,-0.18,0.77,,,,,8.69,,6.03,7.51,6.33,7.39,,,,6.19,,4.8,,5.49,,7.32,,6.04,,4.47,,,,,,,1.99,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3762,2,BEN14,Bensby+2014,,HIP 13366,,,,SUN,,,,02:51:58.36,+11:22:11.93,42.99315,11.36998,,,,,,,,,,,5856.0,4.26,-0.69,1.04,,,,,8.54,,5.65,7.28,5.99,7.04,,,,5.89,,4.54,,4.96,,6.8100000000000005,,5.52,,4.09,,,,,,,1.49,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3763,1,BEN14,Bensby+2014,,HIP 13388,,,,SUN,,,,02:52:19.69,-33:27:02.30,43.08204,-33.45064,,,,,,,,,,,5080.0,4.59,-0.41,0.3,,,,,8.64,,5.85,7.42,6.33,7.28,,,,6.0,,4.92,,5.36,,7.09,,5.87,,4.38,,,,,,,2.07,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3764,1,BEN14,Bensby+2014,,HIP 13902,,,,SUN,,,,02:58:59.07,-43:44:53.99,44.74613,-43.74833,,,,,,,,,,,5898.0,4.31,-0.26,1.0,,,,,8.57,,5.94,7.47,6.23,7.27,,,,6.15,,4.76,,5.38,,7.24,,5.91,,4.16,,,,,,,1.81,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3765,1,BEN14,Bensby+2014,,HIP 14016,,,,SUN,,,,03:00:25.56,-08:07:55.92,45.10651,-8.1322,,,,,,,,,,,5418.0,3.95,-0.17,0.98,,,,,8.77,,6.15,7.73,6.55,7.49,,,,6.28,,4.94,,5.47,,7.33,,6.08,,4.53,,,,,,,1.95,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3766,1,BEN14,Bensby+2014,,HIP 14086,,,,SUN,,,,03:01:37.63,-28:05:29.36,45.40679,-28.09149,,,,,,,,,,,5095.0,3.47,-0.56,1.03,,,,,8.46,,5.72,7.46,6.24,7.18,,,,6.06,,4.75,,5.12,,6.9399999999999995,,5.67,,4.19,,,,,,,1.76,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3767,1,BEN14,Bensby+2014,,HIP 14241,,,,SUN,,,,03:03:38.96,-05:39:58.68,45.91233,-5.6663,,,,,,,,,,,5430.0,4.33,-0.45,0.73,,,,,8.83,,5.84,7.53,6.34,7.3,,,,6.06,,4.8,,5.29,,7.05,,5.8,,4.33,,,,,,,1.9,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3768,1,BEN14,Bensby+2014,,HIP 14339,,,,SUN,,,,03:04:54.91,-57:09:58.57,46.2288,-57.16627,,,,,,,,,,,5757.0,4.26,-0.06,0.95,,,,,8.7,,6.12,7.6,6.38,7.48,,,,6.3,,4.96,,5.57,,7.44,,6.12,,4.58,,,,,,,2.08,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3769,1,BEN14,Bensby+2014,,HIP 14879,,,,SUN,,,,03:12:04.53,-28:59:15.43,48.01886,-28.98762,,,,,,,,,,,6199.0,3.92,-0.18,1.4,,,,,8.6,,6.07,7.52,6.32,7.36,,,,6.21,,4.8,,5.44,,7.32,,5.98,,4.31,,,,,,,1.98,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3770,1,BEN14,Bensby+2014,,HIP 15131,,,,SUN,,,,03:15:06.39,-45:39:53.35,48.77663,-45.66482,,,,,,,,,,,5985.0,4.54,-0.43,1.14,,,,,,,5.92,7.27,6.07,7.11,,,,5.94,,4.6,,5.21,,7.07,,5.8,,4.14,,,,,,,1.55,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3771,1,BEN14,Bensby+2014,,HIP 15158,,,,SUN,,,,03:15:22.53,-01:10:43.03,48.84386,-1.17862,,,,,,,,,,,6191.0,4.18,-0.06,1.27,,,,,8.68,,6.22,7.62,6.39,7.49,,,,6.31,,4.88,,5.54,,7.44,,6.12,,4.49,,,,,,,2.13,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3772,1,BEN14,Bensby+2014,,HIP 15371,,,,SUN,,,,03:18:12.82,-62:30:22.93,49.55341,-62.50637,,,,,,,,,,,5826.0,4.41,-0.24,0.93,,,,,8.55,,5.98,7.44,6.29,7.32,,,,6.14,,4.75,,5.4,,7.26,,5.96,,4.34,,,,,,,1.85,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3773,1,BEN14,Bensby+2014,,HIP 15510,,,,SUN,,,,03:19:55.65,-43:04:11.21,49.98188,-43.06978,,,,,,,,,,,5372.0,4.47,-0.46,0.79,,,,,,,5.85,7.47,6.31,7.27,,,,6.01,,4.81,,5.21,,7.04,,5.82,,4.4,,,,,,,1.94,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3774,1,BEN14,Bensby+2014,,HIP 15940,,,,SUN,,,,03:25:15.04,-15:02:21.23,51.31268,-15.03923,,,,,,,,,,,5546.0,3.91,-0.44,0.95,,,,,8.63,,5.85,7.42,6.24,7.22,,,,6.06,,4.72,,5.17,,7.06,,5.77,,4.28,,,,,,,1.68,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3775,1,BEN14,Bensby+2014,,HIP 16169,,,,SUN,,,,03:28:21.08,-06:31:51.31,52.08785,-6.53092,,,,,,,,,,,5650.0,4.34,-0.57,0.93,,,,,8.63,,5.73,7.35,6.13,7.14,,,,5.94,,4.61,,5.08,,6.93,,5.67,,4.14,,,,,,,1.52,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3776,1,BEN14,Bensby+2014,,HIP 16365,,,,SUN,,,,03:30:50.34,-37:22:20.24,52.70976,-37.37229,,,,,,,,,,,5789.0,4.27,-0.43,0.75,,,,,8.63,,5.87,7.44,6.18,7.21,,,,6.07,,4.74,,5.22,,7.07,,5.78,,4.42,,,,,,,1.71,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3777,1,BEN14,Bensby+2014,,HIP 16391,,,,SUN,,,,03:31:05.00,-46:36:52.49,52.77082,-46.61458,,,,,,,,,,,5699.0,4.11,-0.05,0.88,,,,,8.71,,6.2,7.73,6.57,7.51,,,,6.39,,5.04,,5.58,,7.45,,6.16,,4.69,,,,,,,2.1,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3778,2,BEN14,Bensby+2014,,HIP 16404,,,,VMP,,,,03:31:17.40,+66:43:49.01,52.8225,66.73028,,,,,,,,,,,5149.0,4.64,-2.26,1.21,,,,,,,3.58,5.59,,,,,,4.31,,3.0,,3.5,,5.24,,3.97,,2.65,,,,,,,-0.17,,,,,,,,,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3779,1,BEN14,Bensby+2014,,HIP 16492,,,,SUN,,,,03:32:22.53,-33:30:04.14,53.09388,-33.50115,,,,,,,,,,,5058.0,3.53,-0.54,0.79,,,,,8.57,,5.76,7.45,6.24,7.2,,,,6.02,,4.68,,5.11,,6.96,,5.72,,4.19,,,,,,,1.66,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3780,1,BEN14,Bensby+2014,,HIP 16788,,,,SUN,,,,03:36:03.16,+16:28:02.89,54.01316,16.46747,,,,,,,,,,,6021.0,4.41,-0.31,1.12,,,,,,,5.99,7.43,6.28,7.23,,,,6.1,,4.74,,5.29,,7.19,,5.94,,4.34,,,,,,,2.7,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3781,1,BEN14,Bensby+2014,,HIP 16852,,,,SUN,,,,03:36:52.14,+00:23:58.52,54.21727,0.39959,,,,,,,,,,,6036.0,4.08,-0.03,1.3,,,,,8.63,,6.27,7.63,6.49,7.5,,,,6.34,,4.93,,5.6,,7.47,,6.17,,4.53,,,,,,,2.11,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3782,2,BEN14,Bensby+2014,,HIP 17147,,,,SUN,,,,03:40:22.07,-03:13:01.13,55.09194,-3.21698,,,,,,,,,,,5970.0,4.52,-0.81,1.27,,,,,8.41,,5.49,7.14,5.97,6.93,,,,5.77,,4.47,,4.86,,6.6899999999999995,,5.42,,3.84,,,,,,,1.52,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3783,1,BEN14,Bensby+2014,,HIP 17970,,,,SUN,,,,03:50:31.73,-64:04:06.60,57.63221,-64.0685,,,,,,,,,,,5204.0,4.5,-0.49,0.73,,,,,8.51,,5.68,7.28,6.09,7.15,,,,5.9,,4.59,,5.16,,7.01,,5.73,,4.25,,,,,,,1.68,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3784,1,BEN14,Bensby+2014,,HIP 17987,,,,SUN,,,,03:50:41.62,-04:37:20.32,57.6734,-4.62231,,,,,,,,,,,5500.0,3.9,-0.48,1.05,,,,,8.71,,5.85,7.48,6.25,7.23,,,,6.05,,4.69,,5.14,,7.02,,5.77,,4.23,,,,,,,1.64,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3785,1,BEN14,Bensby+2014,,HIP 18164,,,,SUN,,,,03:52:59.88,-04:22:15.17,58.24948,-4.37088,,,,,,,,,,,6635.0,3.87,-0.53,2.15,,,,,8.33,,5.79,7.17,5.48,6.98,,,,5.82,,4.45,,5.07,,6.97,,5.61,,3.78,,,,,,,1.6,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3786,1,BEN14,Bensby+2014,,HIP 18612,,,,SUN,,,,03:58:56.18,+00:45:04.10,59.73408,0.75114,,,,,,,,,,,5847.0,4.33,-0.13,1.04,,,,,8.61,,6.09,7.54,6.37,7.38,,,,6.23,,4.84,,5.51,,7.37,,6.07,,4.53,,,,,,,1.99,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3787,1,BEN14,Bensby+2014,,HIP 18802,,,,SUN,,,,04:01:44.63,-57:12:24.59,60.43597,-57.20683,,,,,,,,,,,5861.0,4.14,-0.93,1.24,,,,,8.32,,5.4,7.04,5.7,6.77,,,,5.64,,4.2,,4.67,,6.57,,5.26,,3.8,,,,,,,1.1,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3788,1,BEN14,Bensby+2014,,HIP 18833,,,,SUN,,,,04:02:15.29,+22:25:20.17,60.56371,22.42227,,,,,,,,,,,6301.0,3.91,-0.53,1.61,,,,,,,5.78,7.1,6.12,7.05,,,,5.93,,4.51,,5.01,,6.97,,5.71,,3.94,,,,,,,1.63,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3789,1,BEN14,Bensby+2014,,HIP 19233,,,,SUN,,,,04:07:21.63,-64:13:20.46,61.84013,-64.22235,,,,,,,,,,,5803.0,4.29,-0.07,0.96,,,,,8.63,,6.15,7.6,6.41,7.45,,,,6.29,,4.87,,5.56,,7.43,,6.12,,4.42,,,,,,,2.02,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3790,1,BEN14,Bensby+2014,,HIP 19773,,,,SUN,,,,04:14:22.02,-64:58:03.68,63.59177,-64.96769,,,,,,,,,,,6429.0,4.25,-0.52,1.57,,,,,8.31,,5.77,7.22,5.87,7.05,,,,5.92,,4.53,,5.1,,6.98,,5.66,,4.05,,,,,,,1.57,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3791,1,BEN14,Bensby+2014,,HIP 20199,,,,SUN,,,,04:19:45.47,-41:57:36.94,64.93946,-41.96026,,,,,,,,,,,5638.0,4.4,-0.16,0.79,,,,,8.75,,6.07,7.58,6.44,7.43,,,,6.25,,4.93,,5.49,,7.34,,6.05,,4.48,,,,,,,2.05,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3792,1,BEN14,Bensby+2014,,HIP 20242,,,,SUN,,,,04:20:14.57,-03:45:04.86,65.06072,-3.75135,,,,,,,,,,,5717.0,4.11,-0.23,0.97,,,,,,,6.01,7.5,6.43,7.31,,,,6.27,,4.83,,5.41,,7.27,,5.98,,4.36,,,,,,,1.87,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3793,1,BEN14,Bensby+2014,,HIP 20638,,,,SUN,,,,04:25:23.77,-35:40:32.05,66.34903,-35.67557,,,,,,,,,,,5755.0,4.34,-0.46,0.94,,,,,8.67,,5.87,7.46,6.26,7.23,,,,6.07,,4.76,,5.21,,7.04,,5.78,,4.26,,,,,,,1.65,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3794,1,BEN14,Bensby+2014,,HIP 20677,,,,SUN,,,,04:25:45.85,-69:59:37.25,66.44104,-69.99368,,,,,,,,,,,5674.0,4.17,-0.32,0.86,,,,,8.75,,5.97,7.59,6.35,7.36,,,,6.19,,4.83,,5.33,,7.18,,5.93,,4.41,,,,,,,2.09,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3795,1,BEN14,Bensby+2014,,HIP 21079,,,,SUN,,,,04:31:04.79,-45:21:37.55,67.76995,-45.36043,,,,,,,,,,,5792.0,4.43,-0.11,1.07,,,,,8.61,,6.06,7.44,6.26,7.37,,,,6.27,,4.85,,5.55,,7.39,,6.02,,4.32,,,,,,,2.23,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3796,1,BEN14,Bensby+2014,,HIP 21832,,,,SUN,,,,04:41:36.32,+42:07:06.42,70.40132,42.11845,,,,,,,,,,,5643.0,4.48,-0.6,0.74,,,,,,,5.71,7.29,6.12,7.1,,,,5.9,,4.62,,5.08,,6.9,,5.69,,4.11,,,,,,,1.52,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3797,1,BEN14,Bensby+2014,,HIP 21839,,,,SUN,,,,04:41:42.69,-32:50:44.16,70.42786,-32.8456,,,,,,,,,,,5804.0,4.0,-0.15,1.11,,,,,8.54,,6.06,7.6,6.36,7.4,,,,6.25,,4.83,,5.45,,7.35,,6.02,,4.51,,,,,,,1.88,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3798,1,BEN14,Bensby+2014,,HIP 22068,,,,MP,,,,04:44:48.69,-32:52:37.81,71.20286,-32.87717,,,,,,,,,,,6202.0,4.18,-1.42,1.25,,,,,,,4.85,6.5,,6.36,,,,5.22,,3.87,,4.2,,6.08,,4.77,,3.2,,,,,,,0.77,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
