#pigs01
 OSMARC05 T4524.0:g1.08:z-2.80:a+0.40:he0.0 TAU_5000 Tvtvt= 2.50/H=-2.80
ALL abundances NOT listed below differ from solar by  -2.80 dex

Abundance Results for Species Fe I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4375.930   26.00000   0.000  -3.031   164.60    -4.425     4.844   -0.182
  4415.122   26.00000   1.608  -0.615   174.00    -4.404     4.805   -0.220
  4427.310   26.00000   0.052  -2.924   216.30    -4.311     5.496    0.470
  4430.614   26.00000   2.223  -1.659    87.20    -4.706     5.038    0.012
  4442.339   26.00000   2.198  -1.255   113.80    -4.591     5.132    0.107
  4443.194   26.00000   2.858  -1.043    72.70    -4.786     4.994   -0.032
  4447.717   26.00000   2.223  -1.342   115.20    -4.587     5.280    0.254
  4461.653   26.00000   0.087  -3.210   139.40    -4.505     4.537   -0.488
  4489.739   26.00000   0.121  -3.966   109.80    -4.612     4.698   -0.327
  4494.563   26.00000   2.198  -1.136    94.30    -4.678     4.588   -0.437
  4595.358   26.00000   3.301  -1.758    38.30    -5.079     5.605    0.579
  4602.000   26.00000   1.608  -3.154    61.70    -4.873     5.141    0.116
  4602.941   26.00000   1.485  -2.209   119.60    -4.585     5.084    0.059
  4630.120   26.00000   2.279  -2.587    31.20    -5.171     4.943   -0.083
  4647.434   26.00000   2.949  -1.351    64.90    -4.855     5.196    0.171
  4733.591   26.00000   1.485  -2.988    71.30    -4.822     4.921   -0.105
  4736.773   26.00000   3.211  -0.752    62.30    -4.881     4.872   -0.153
  4786.807   26.00000   3.017  -1.606    36.70    -5.115     5.009   -0.016
  4789.651   26.00000   3.547  -0.958    35.90    -5.125     5.036    0.011
  4859.741   26.00000   2.876  -0.764    82.00    -4.773     4.754   -0.271
  4871.318   26.00000   2.865  -0.363   106.80    -4.659     4.809   -0.216
  4872.138   26.00000   2.882  -0.567    92.20    -4.723     4.755   -0.270
  4939.687   26.00000   0.859  -3.340   110.50    -4.650     4.968   -0.057
  4966.088   26.00000   3.332  -0.871    81.20    -4.786     5.425    0.400
  4994.129   26.00000   0.915  -3.080   117.90    -4.627     4.895   -0.130
  5006.119   26.00000   2.833  -0.638   116.90    -4.632     5.175    0.150
  5028.126   26.00000   3.573  -1.123    30.00    -5.224     5.074    0.049
  5041.072   26.00000   0.958  -3.087   131.80    -4.583     5.193    0.168
  5041.756   26.00000   1.485  -2.203   135.60    -4.570     5.151    0.126
  5049.820   26.00000   2.279  -1.355   124.60    -4.608     5.239    0.214
  5068.766   26.00000   2.940  -1.042   102.50    -4.694     5.432    0.406
  5110.413   26.00000   0.000  -3.760   187.50    -4.435     5.454    0.428
  5145.094   26.00000   2.198  -2.876    36.80    -5.146     5.128    0.103
  5151.911   26.00000   1.011  -3.322   126.70    -4.609     5.362    0.337
  5162.272   26.00000   4.178   0.020    43.60    -5.073     4.945   -0.080
  5166.282   26.00000   0.000  -4.195   167.20    -4.490     5.470    0.445
  5171.596   26.00000   1.485  -1.793   158.30    -4.514     5.083    0.058
  5192.344   26.00000   2.998  -0.421    98.00    -4.724     4.767   -0.259
  5194.941   26.00000   1.557  -2.090   116.10    -4.651     4.731   -0.295
  5198.711   26.00000   2.223  -2.135    73.90    -4.847     5.001   -0.024
  5216.274   26.00000   1.608  -2.150   152.40    -4.534     5.491    0.466
  5217.389   26.00000   3.211  -1.070    91.00    -4.758     5.568    0.543
  5225.526   26.00000   0.110  -4.789   132.10    -4.597     5.544    0.518
  5232.940   26.00000   2.940  -0.058   142.40    -4.565     5.105    0.080
  5242.491   26.00000   3.634  -0.967    29.90    -5.244     4.962   -0.063
  5250.209   26.00000   0.121  -4.938   105.70    -4.696     5.274    0.249
  5254.956   26.00000   0.110  -4.764    91.00    -4.762     4.868   -0.157
  5266.555   26.00000   2.998  -0.386   108.50    -4.686     4.900   -0.125
  5269.537   26.00000   0.859  -1.321   229.60    -4.361     4.722   -0.303
  5281.790   26.00000   3.039  -0.834    80.20    -4.819     4.891   -0.135
  5283.621   26.00000   3.241  -0.432    72.90    -4.860     4.636   -0.390
  5302.300   26.00000   3.283  -0.720    90.30    -4.769     5.278    0.253
  5307.361   26.00000   1.608  -2.987   100.70    -4.722     5.403    0.377
  5322.041   26.00000   2.279  -2.803    36.90    -5.159     5.137    0.111
  5324.179   26.00000   3.211  -0.103   110.00    -4.685     4.914   -0.111
  5328.039   26.00000   0.915  -1.466   220.80    -4.383     4.821   -0.205
  5328.531   26.00000   1.557  -1.850   146.50    -4.561     4.962   -0.063
  5332.899   26.00000   1.557  -2.777    91.40    -4.766     4.965   -0.061
  5339.929   26.00000   3.266  -0.647    68.20    -4.894     4.797   -0.228
  5364.871   26.00000   4.446   0.228    44.30    -5.083     5.065    0.039
  5365.399   26.00000   3.573  -1.020    22.30    -5.381     4.753   -0.272
  5367.466   26.00000   4.415   0.443    33.20    -5.209     4.608   -0.417
  5369.961   26.00000   4.371   0.536    94.70    -4.754     5.534    0.509
  5371.489   26.00000   0.958  -1.645   274.60    -4.291     5.510    0.485
  5379.574   26.00000   3.695  -1.514    35.40    -5.182     5.678    0.653
  5383.369   26.00000   4.313   0.645    89.80    -4.778     5.256    0.231
  5389.479   26.00000   4.415  -0.410    32.80    -5.216     5.449    0.423
  5393.167   26.00000   3.241  -0.715    79.50    -4.831     5.006   -0.020
  5397.128   26.00000   0.915  -1.993   176.20    -4.486     4.654   -0.371
  5400.501   26.00000   4.371  -0.160    28.40    -5.279     5.054    0.028
  5405.774   26.00000   0.990  -1.844   180.40    -4.477     4.681   -0.345
  5410.910   26.00000   4.473   0.398    23.30    -5.366     4.508   -0.517
  5415.199   26.00000   4.387   0.642    63.10    -4.934     4.885   -0.140
  5424.068   26.00000   4.320   0.520    66.20    -4.913     4.970   -0.056
  5429.696   26.00000   0.958  -1.879   191.50    -4.453     4.838   -0.187
  5434.523   26.00000   1.011  -2.122   172.80    -4.498     4.844   -0.181
  5445.042   26.00000   4.387  -0.020    28.20    -5.286     4.924   -0.101
  5446.917   26.00000   0.990  -1.914   192.50    -4.452     4.925   -0.101
  5497.516   26.00000   1.011  -2.849   142.70    -4.586     5.023   -0.002
  5501.465   26.00000   0.958  -3.047   145.00    -4.579     5.179    0.153
  5506.779   26.00000   0.990  -2.797   150.10    -4.565     5.058    0.033
  5569.618   26.00000   3.417  -0.486    99.30    -4.749     5.320    0.294
  5572.842   26.00000   3.397  -0.275    96.20    -4.763     5.027    0.001
  5576.089   26.00000   3.430  -1.000    43.90    -5.104     4.941   -0.085
  5586.755   26.00000   3.368  -0.120    96.80    -4.761     4.838   -0.188
  5615.644   26.00000   3.332   0.050    91.30    -4.789     4.521   -0.505
  5701.544   26.00000   2.559  -2.216    42.10    -5.132     4.958   -0.067
  5753.122   26.00000   4.260  -0.688    24.10    -5.378     5.305    0.280
  5956.694   26.00000   0.859  -4.605    44.60    -5.126     5.036    0.011
  6024.058   26.00000   4.549  -0.120    24.00    -5.400     5.080    0.055
  6065.482   26.00000   2.609  -1.530    90.90    -4.824     5.018   -0.007
  6136.615   26.00000   2.453  -1.400    99.70    -4.789     4.793   -0.232
  6137.691   26.00000   2.588  -1.403    95.90    -4.806     4.925   -0.100
  6151.617   26.00000   2.176  -3.299    36.30    -5.229     5.380    0.355
  6173.334   26.00000   2.223  -2.880    34.50    -5.253     4.992   -0.033
  6180.203   26.00000   2.728  -2.586    24.30    -5.405     5.171    0.146
  6191.558   26.00000   2.433  -1.417   100.60    -4.789     4.784   -0.241
  6200.312   26.00000   2.609  -2.437    40.90    -5.181     5.167    0.141
  6213.429   26.00000   2.223  -2.482    53.70    -5.063     4.888   -0.137
  6219.280   26.00000   2.198  -2.433    62.50    -4.998     4.925   -0.100
  6230.722   26.00000   2.559  -1.281   105.30    -4.772     4.887   -0.138
  6246.318   26.00000   3.603  -0.733    35.60    -5.244     4.684   -0.341
  6252.555   26.00000   2.404  -1.687    94.50    -4.821     4.914   -0.112
  6297.792   26.00000   2.223  -2.740    69.00    -4.960     5.345    0.320
  6301.500   26.00000   3.654  -0.718    37.00    -5.231     4.755   -0.270
  6322.685   26.00000   2.588  -2.426    33.30    -5.278     4.989   -0.037
  6335.330   26.00000   2.198  -2.177    74.70    -4.928     4.825   -0.200
  6393.601   26.00000   2.433  -1.432   112.90    -4.753     4.954   -0.072
  6400.000   26.00000   3.603  -0.290    67.70    -4.976     4.726   -0.299
  6411.648   26.00000   3.654  -0.595    47.80    -5.128     4.799   -0.226
  6421.350   26.00000   2.279  -2.027    86.40    -4.871     4.934   -0.092
  6430.845   26.00000   2.176  -2.006    94.50    -4.833     4.887   -0.138
  6494.980   26.00000   2.404  -1.273   131.60    -4.693     5.011   -0.014
  6498.938   26.00000   0.958  -4.699    28.10    -5.364     4.936   -0.090
  6592.913   26.00000   2.728  -1.473    76.70    -4.934     4.840   -0.185
  6593.870   26.00000   2.433  -2.422    43.90    -5.177     4.925   -0.100
  6677.985   26.00000   2.692  -1.418    92.70    -4.858     4.950   -0.075
  6750.151   26.00000   2.424  -2.621    37.50    -5.255     4.999   -0.027
  6978.851   26.00000   2.484  -2.500    60.00    -5.066     5.265    0.240
average abundance =  5.025     std. deviation =  0.258     #lines = 130
E.P. correlation:  slope =  -0.009  intercept =   5.047  corr. coeff. =  -0.040
R.W. correlation:  slope =   0.081  intercept =   5.417  corr. coeff. =   0.087
wav. correl.:  slope =  -4.851D-05  intercept =   5.284  corr. coeff. =  -0.129

Abundance Results for Species Fe II        (input abundance =   5.000)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4491.397   26.10000   2.856  -2.700    66.50    -4.830     5.546   -0.025
  4576.333   26.10000   2.844  -2.920    87.70    -4.718     6.178    0.607
  4923.921   26.10000   2.891  -1.320   187.40    -4.420     6.274    0.703
  5018.436   26.10000   2.891  -1.220   174.10    -4.460     5.979    0.409
  5234.623   26.10000   3.221  -2.230    92.50    -4.753     5.841    0.271
  5275.997   26.10000   3.199  -1.940    63.10    -4.922     4.946   -0.624
  5325.552   26.10000   3.221  -3.120    24.80    -5.332     5.399   -0.171
  5534.838   26.10000   3.245  -2.730    24.60    -5.352     5.013   -0.557
  6456.379   26.10000   3.903  -2.100    30.80    -5.321     5.277   -0.293
  6516.077   26.10000   2.891  -3.320    32.60    -5.301     5.250   -0.320
average abundance =  5.570     std. deviation =  0.474     #lines =  10
 No statistics done for E.P. trends
R.W. correlation:  slope =   1.051  intercept =  10.761  corr. coeff. =   0.809
wav. correl.:  slope =  -3.907D-04  intercept =   7.655  corr. coeff. =  -0.567

Abundance Results for Species Na I         (input abundance =   3.740)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   211.50    -4.445     3.507   -0.078
  5895.924   11.00000   0.000  -0.194   200.50    -4.468     3.663    0.078
average abundance =  3.585     std. deviation =  0.110     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   5.100)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4571.096   12.00000   0.000  -5.623   133.70    -4.534     5.370   -0.003
  5172.684   12.00000   2.712  -0.450   259.50    -4.300     5.401    0.028
  5183.604   12.00000   2.717  -0.239   270.60    -4.282     5.268   -0.106
  5528.405   12.00000   4.346  -0.498    99.30    -4.746     5.455    0.081
average abundance =  5.373     std. deviation =  0.079     #lines =   4
E.P. correlation:  slope =   0.015  intercept =   5.338  corr. coeff. =   0.333
 No statistics done for R.W. trends
wav. correl.:  slope =   6.276D-05  intercept =   5.053  corr. coeff. =   0.317

Abundance Results for Species K  I         (input abundance =   2.530)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149   101.80    -4.877     2.909   -0.087
  7698.964   19.00000   0.000  -0.154    92.10    -4.922     3.082    0.087
average abundance =  2.996     std. deviation =  0.122     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   3.840)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5601.277   20.00000   2.526  -0.523    34.80    -5.207     4.151   -0.010
  5857.451   20.00000   2.933   0.240    54.50    -5.031     4.211    0.051
  6102.723   20.00000   1.879  -0.793    70.90    -4.935     4.079   -0.082
  6122.217   20.00000   1.886  -0.316   109.50    -4.747     4.187    0.027
  6162.173   20.00000   1.899  -0.090   131.80    -4.670     4.320    0.160
  6169.042   20.00000   2.523  -0.797    23.10    -5.427     4.126   -0.035
  6169.563   20.00000   2.526  -0.478    41.00    -5.177     4.157   -0.004
  6439.075   20.00000   2.526   0.390    92.40    -4.843     4.031   -0.129
  6717.681   20.00000   2.709  -0.524    29.30    -5.360     4.184    0.023
average abundance =  4.161     std. deviation =  0.082     #lines =   9
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.073  intercept =   4.528  corr. coeff. =   0.236
wav. correl.:  slope =  -3.687D-05  intercept =   4.387  corr. coeff. =  -0.142

Abundance Results for Species Sc II        (input abundance =   0.650)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4400.389   21.10000   0.605  -0.536   110.50    -4.600     0.981    0.169
  4670.407   21.10000   1.357  -0.576    51.50    -4.958     0.779   -0.033
  5526.790   21.10000   1.768   0.024    52.20    -5.025     0.567   -0.245
  5657.896   21.10000   1.507  -0.603    57.90    -4.990     0.920    0.109
average abundance =  0.812     std. deviation =  0.184     #lines =   4
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =  -1.276D-04  intercept =   1.458  corr. coeff. =  -0.432

Abundance Results for Species Ti I         (input abundance =   2.450)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5173.743   22.00000   0.000  -1.060    69.10    -4.874     2.253   -0.006
  5192.969   22.00000   0.021  -0.950    76.40    -4.832     2.265    0.006
average abundance =  2.259     std. deviation =  0.008     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ti II        (input abundance =   2.450)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5188.687   22.10000   1.582  -1.050   122.10    -4.628     3.086    0.061
  5336.786   22.10000   1.582  -1.600    92.60    -4.761     3.037    0.012
  5381.021   22.10000   1.566  -1.970    74.80    -4.857     3.070    0.045
  5418.768   22.10000   1.582  -2.130    53.90    -5.002     2.908   -0.118
average abundance =  3.025     std. deviation =  0.081     #lines =   4
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Cr I         (input abundance =   3.140)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5345.796   24.00000   1.004  -0.896    75.70    -4.849     2.794    0.119
  5348.314   24.00000   1.004  -1.210    43.40    -5.091     2.628   -0.047
  5409.784   24.00000   1.030  -0.670    76.50    -4.850     2.603   -0.072
average abundance =  2.675     std. deviation =  0.104     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mn I         (input abundance =   2.930)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4754.040   25.00000   2.282  -0.088    49.20    -4.985     2.602    0.000
average abundance =  2.602     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ni I         (input abundance =   3.720)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5476.904   28.00000   1.826  -0.780   120.00    -4.659     3.580   -0.006
  6643.630   28.00000   1.676  -2.220    50.40    -5.120     3.557   -0.028
  6767.772   28.00000   1.826  -2.140    47.20    -5.157     3.620    0.034
average abundance =  3.586     std. deviation =  0.032     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =   1.097D-05  intercept =   3.517  corr. coeff. =   0.246

Abundance Results for Species Y  II        (input abundance =  -0.290)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4398.010   39.10000   0.130  -1.000    50.30    -4.942    -0.525   -0.041
  4883.682   39.10000   1.084   0.070    50.80    -4.983    -0.443    0.041
average abundance = -0.484     std. deviation =  0.058     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ba II        (input abundance =  -0.320)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4554.029   56.10000   0.000   0.170   158.80    -4.458    -0.293    0.385
  4934.076   56.10000   0.000  -0.150   130.40    -4.578    -0.754   -0.076
  5853.668   56.10000   0.604  -1.000    43.80    -5.126    -0.860   -0.182
  6141.713   56.10000   0.704  -0.076    99.90    -4.789    -0.801   -0.123
  6496.897   56.10000   0.604  -0.377   101.40    -4.807    -0.681   -0.003
average abundance = -0.678     std. deviation =  0.225     #lines =   5
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.662  intercept =   2.466  corr. coeff. =   0.752
wav. correl.:  slope =  -1.731D-04  intercept =   0.291  corr. coeff. =  -0.633



==================================================================================================

#pigs08
 OSMARC05 T4323.0:g0.79:z-2.65:a+0.40:he0.0 TAU_5000 Tvt= 2.00 M/H=-2.65

Abundance Results for Species Fe I         (input abundance =   4.850)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3949.953   26.00000   2.176  -1.251   102.10    -4.588     5.201    0.359
  4062.441   26.00000   2.845  -0.862    45.30    -4.953     4.430   -0.412
  4063.594   26.00000   1.557   0.062   181.20    -4.351     4.326   -0.516
  4067.978   26.00000   3.211  -0.472    57.60    -4.849     4.810   -0.032
  4071.738   26.00000   1.608  -0.022   189.90    -4.331     4.568   -0.274
  4076.629   26.00000   3.211  -0.529    79.10    -4.712     5.349    0.507
  4143.868   26.00000   1.557  -0.511   188.30    -4.343     4.916    0.074
  4147.668   26.00000   1.485  -2.104   109.10    -4.580     5.002    0.160
  4153.899   26.00000   3.397  -0.321    53.70    -4.888     4.766   -0.076
  4154.499   26.00000   2.832  -0.688    76.90    -4.733     4.859    0.017
  4154.805   26.00000   3.368  -0.400    59.50    -4.844     4.935    0.093
  4156.799   26.00000   2.832  -0.809    77.90    -4.727     5.000    0.158
  4157.780   26.00000   3.417  -0.403    53.50    -4.891     4.869    0.027
  4174.913   26.00000   0.915  -2.969   111.30    -4.574     5.030    0.188
  4175.636   26.00000   2.845  -0.827    59.50    -4.846     4.625   -0.217
  4176.566   26.00000   3.368  -0.805    40.80    -5.010     4.922    0.080
  4181.754   26.00000   2.832  -0.371    92.60    -4.655     4.861    0.019
  4182.382   26.00000   3.017  -1.180    42.20    -4.996     4.852    0.009
  4184.892   26.00000   2.832  -0.869    63.50    -4.819     4.728   -0.114
  4187.039   26.00000   2.450  -0.548   117.60    -4.551     5.010    0.168
  4187.795   26.00000   2.425  -0.554   120.70    -4.540     5.043    0.201
  4191.430   26.00000   2.469  -0.666   110.20    -4.580     5.000    0.158
  4250.119   26.00000   2.469  -0.405   110.40    -4.585     4.692   -0.150
  4250.787   26.00000   1.557  -0.714   143.50    -4.472     4.356   -0.486
  4260.474   26.00000   2.399   0.109   154.70    -4.440     4.902    0.060
  4271.760   26.00000   1.485  -0.164   197.40    -4.335     4.485   -0.357
  4282.403   26.00000   2.176  -0.779   120.40    -4.551     4.823   -0.020
  4404.750   26.00000   1.557  -0.142   230.70    -4.281     4.765   -0.077
  4415.122   26.00000   1.608  -0.615   167.40    -4.421     4.625   -0.217
  4427.310   26.00000   0.052  -2.924   182.70    -4.384     4.951    0.109
  4430.614   26.00000   2.223  -1.659    83.00    -4.727     4.911    0.069
  4442.339   26.00000   2.198  -1.255   108.90    -4.611     4.980    0.138
  4443.194   26.00000   2.858  -1.043    65.90    -4.829     4.839   -0.003
  4447.717   26.00000   2.223  -1.342   103.80    -4.632     4.997    0.155
  4461.653   26.00000   0.087  -3.210   153.90    -4.462     4.723   -0.119
  4466.551   26.00000   2.832  -0.600   107.00    -4.621     5.183    0.341
  4489.739   26.00000   0.121  -3.966   139.90    -4.506     5.195    0.353
  4494.563   26.00000   2.198  -1.136   112.90    -4.600     4.907    0.065
  4528.614   26.00000   2.176  -0.822   138.50    -4.515     5.038    0.196
  4531.148   26.00000   1.485  -2.155   117.90    -4.585     4.952    0.110
  4592.651   26.00000   1.557  -2.449   107.10    -4.632     5.103    0.261
  4602.000   26.00000   1.608  -3.154    53.10    -4.938     4.912    0.070
  4602.941   26.00000   1.485  -2.209   116.80    -4.596     4.940    0.098
  4630.120   26.00000   2.279  -2.587    36.20    -5.107     4.973    0.130
  4647.434   26.00000   2.949  -1.351    52.50    -4.947     4.937    0.095
  4733.591   26.00000   1.485  -2.988    79.70    -4.774     4.971    0.129
  4736.773   26.00000   3.211  -0.752    68.20    -4.842     4.946    0.104
  4786.807   26.00000   3.017  -1.606    31.30    -5.185     4.851    0.009
  4789.651   26.00000   3.547  -0.958    24.90    -5.284     4.766   -0.076
  4859.741   26.00000   2.876  -0.764    86.30    -4.751     4.791   -0.051
  4871.318   26.00000   2.865  -0.363   107.60    -4.656     4.773   -0.069
  4872.138   26.00000   2.882  -0.567    94.20    -4.714     4.745   -0.097
  4891.492   26.00000   2.851  -0.112   126.10    -4.589     4.840   -0.002
  4903.310   26.00000   2.882  -0.926    78.00    -4.798     4.787   -0.055
  4918.994   26.00000   2.865  -0.342   104.40    -4.673     4.669   -0.173
  4920.502   26.00000   2.833   0.068   135.10    -4.561     4.781   -0.061
  4924.770   26.00000   2.279  -2.241    57.90    -4.930     4.914    0.072
  4938.814   26.00000   2.876  -1.077    71.70    -4.838     4.804   -0.038
  4939.687   26.00000   0.859  -3.340   118.80    -4.619     4.985    0.143
  4966.088   26.00000   3.332  -0.871    62.70    -4.899     5.057    0.215
  4994.129   26.00000   0.915  -3.080   109.30    -4.660     4.615   -0.227
  5001.863   26.00000   3.882   0.010    57.80    -4.937     4.820   -0.022
  5006.119   26.00000   2.833  -0.638   103.50    -4.685     4.866    0.024
  5014.942   26.00000   3.943  -0.303    33.10    -5.180     4.763   -0.079
  5041.072   26.00000   0.958  -3.087   125.30    -4.605     4.947    0.104
  5041.756   26.00000   1.485  -2.203   126.30    -4.601     4.874    0.032
  5049.820   26.00000   2.279  -1.355   111.10    -4.658     4.910    0.068
  5051.634   26.00000   0.915  -2.795   119.10    -4.628     4.478   -0.364
  5068.766   26.00000   2.940  -1.042    78.10    -4.812     4.930    0.087
  5074.748   26.00000   4.220  -0.200    23.40    -5.336     4.799   -0.043
  5079.223   26.00000   2.198  -2.067    92.10    -4.742     5.156    0.313
  5079.740   26.00000   0.990  -3.220   113.00    -4.653     4.895    0.053
  5083.338   26.00000   0.958  -2.958   115.30    -4.644     4.628   -0.214
  5110.413   26.00000   0.000  -3.760   167.70    -4.484     4.926    0.084
  5131.468   26.00000   2.223  -2.515    29.90    -5.235     4.590   -0.252
  5141.739   26.00000   2.424  -1.964    39.70    -5.112     4.492   -0.350
  5145.094   26.00000   2.198  -2.876    29.20    -5.246     4.900    0.058
  5150.839   26.00000   0.990  -3.003   102.60    -4.701     4.481   -0.361
  5151.911   26.00000   1.011  -3.322   112.30    -4.662     4.994    0.152
  5162.272   26.00000   4.178   0.020    45.70    -5.053     4.954    0.112
  5165.410   26.00000   4.220  -0.003    22.30    -5.365     4.559   -0.283
  5166.282   26.00000   0.000  -4.195   144.70    -4.553     4.877    0.035
  5171.596   26.00000   1.485  -1.793   142.80    -4.559     4.695   -0.147
  5191.455   26.00000   3.039  -0.551    93.10    -4.746     4.806   -0.036
  5192.344   26.00000   2.998  -0.421    96.60    -4.730     4.681   -0.161
  5194.941   26.00000   1.557  -2.090   127.30    -4.611     4.816   -0.026
  5198.711   26.00000   2.223  -2.135    68.70    -4.879     4.835   -0.007
average abundance =  4.842     std. deviation =  0.190     #lines =  87
E.P. correlation:  slope =   0.002  intercept =   4.837  corr. coeff. =   0.012
R.W. correlation:  slope =   0.038  intercept =   5.022  corr. coeff. =   0.048
wav. correl.:  slope =  -5.764D-05  intercept =   5.110  corr. coeff. =  -0.121

Abundance Results for Species Fe II        (input abundance =   4.850)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4178.854   26.10000   2.583  -2.500    65.80    -4.803     5.241    0.125
  4491.397   26.10000   2.856  -2.700    39.90    -5.051     5.031   -0.086
  4522.627   26.10000   2.844  -2.030    77.10    -4.768     5.152    0.036
  4555.887   26.10000   2.828  -2.160    72.40    -4.799     5.137    0.020
  4576.333   26.10000   2.844  -2.920    27.90    -5.215     4.936   -0.181
  4583.829   26.10000   2.807  -1.860    82.90    -4.743     5.029   -0.087
  4620.513   26.10000   2.828  -3.240    23.50    -5.294     5.113   -0.004
  4923.921   26.10000   2.891  -1.320   119.80    -4.614     5.218    0.101
  5018.436   26.10000   2.891  -1.220   128.90    -4.590     5.252    0.136
  5197.567   26.10000   3.230  -2.100    56.50    -4.964     5.056   -0.061
average abundance =  5.116     std. deviation =  0.104     #lines =  10
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.292  intercept =   6.544  corr. coeff. =   0.674
wav. correl.:  slope =   1.537D-05  intercept =   5.045  corr. coeff. =   0.044

Abundance Results for Species Na I         (input abundance =   3.590)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   220.50    -4.427     3.503    0.000
  5895.924   11.00000   0.000  -0.194   197.50    -4.475     3.502   -0.000
average abundance =  3.503     std. deviation =  0.001     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   4.950)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4057.505   12.00000   4.346  -0.900    34.80    -5.067     5.214   -0.036
  4571.096   12.00000   0.000  -5.623   129.00    -4.549     5.134   -0.116
  4702.991   12.00000   4.346  -0.440    91.60    -4.710     5.510    0.260
  5172.684   12.00000   2.712  -0.450   239.30    -4.335     5.163   -0.087
  5183.604   12.00000   2.717  -0.239   277.30    -4.272     5.230   -0.020
average abundance =  5.250     std. deviation =  0.150     #lines =   5
E.P. correlation:  slope =   0.054  intercept =   5.098  corr. coeff. =   0.638
R.W. correlation:  slope =  -0.116  intercept =   4.716  corr. coeff. =  -0.248
wav. correl.:  slope =  -1.394D-05  intercept =   5.316  corr. coeff. =  -0.043

Abundance Results for Species Al I         (input abundance =   3.800)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3944.006   13.00000   0.000  -0.623   204.10    -4.286     4.067    0.000
average abundance =  4.067     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species K  I         (input abundance =   2.380)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149   100.00    -4.885     2.790    0.028
  7698.964   19.00000   0.000  -0.154    72.10    -5.028     2.734   -0.028
average abundance =  2.762     std. deviation =  0.039     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   3.690)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4283.011   20.00000   1.886  -0.136    80.00    -4.729     4.080    0.097
  4425.437   20.00000   1.879  -0.358    69.80    -4.802     4.002    0.019
  4435.679   20.00000   1.886  -0.517    65.10    -4.833     4.078    0.095
  4454.779   20.00000   1.899   0.258    97.80    -4.658     3.953   -0.030
  4455.887   20.00000   1.899  -0.518    50.10    -4.949     3.803   -0.180
average abundance =  3.983     std. deviation =  0.114     #lines =   5
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

