Found, Query_ID              , RA_input, DEC_input, MAIN_ID                    , RA           , DEC          , RA_PREC, DEC_PREC, COO_ERR_MAJA, COO_ERR_MINA, COO_ERR_ANGLE, COO_QUAL, COO_WAVELENGTH, COO_BIBCODE        , FLUX_U, FLUX_B, FLUX_V, FLUX_R, FLUX_I , FLUX_J, FLUX_H, FLUX_K, OTYPE                 , SP_TYPE        , RA_2         , DEC_2        , PMRA    , PMDEC    , PLX_VALUE, RV_VALUE   , SCRIPT_NUMBER_ID
True , NGC 5904 865          ,         ,          , NGC  5904   865            , 15 18 44.9526, +02 02 03.568,      14,       14,       0.0152,       0.0171,            90, A       , O             , 2020yCat.1350....0G,       , 13.89 , 12.2  ,       , 10.6289,  9.583,  8.751,  8.63 , RGB*                  ,                , 15 18 44.9526, +02 02 03.568, 3.999   , -9.995   ,    0.0751, 59.209599  ,                1
True , NGC 5904 860          ,         ,          , NGC  5904   860            , 15 18 44.4962, +02 02 05.423,      14,       14,       0.0146,       0.0163,            90, A       , O             , 2020yCat.1350....0G,       , 14.46 , 13.23 ,       , 12.0046, 11.075, 10.473, 10.304, RGB*                  ,                , 15 18 44.4962, +02 02 05.423, 3.958   , -10.147  ,    0.0798, 48.758801  ,                1
True , NGC 6205 598          ,         ,          , NGC  6205   598            , 16 41 41.9443, +36 26 51.715,      14,       14,       0.0113,       0.0136,            90, A       , O             , 2020yCat.1350....0G,       , 13.64 , 12.0  ,       ,        ,  9.276,  8.493,  8.335, RGB*                  ,                , 16 41 41.9443, +36 26 51.715, -3.391  , -2.466   ,    0.1052, -256.598999,                1
True , NGC 6205 629          ,         ,          , 2MASS J16414255+3626563    , 16 41 42.5493, +36 26 56.173,      14,       14,       0.0114,       0.0141,            90, A       , O             , 2020yCat.1350....0G,       , 13.42 , 11.94 ,       ,        ,  9.341,  8.583,  8.418, RGB*                  ,                , 16 41 42.5493, +36 26 56.173, -3.133  , -2.484   ,    0.1027, -232.7     ,                1
True , NGC 6205 70           ,         ,          , NGC  6205    70            , 16 41 23.5306, +36 30 17.265,      14,       14,       0.0101,       0.0129,            90, A       , O             , 2020yCat.1350....0G,       , 13.71 , 12.12 ,       ,        ,  9.394,  8.659,  8.527, RGB*                  ,                , 16 41 23.5306, +36 30 17.265, -2.889  , -2.543   ,    0.1075, -242.7     ,                1
True , NGC 6205 973          ,         ,          , NGC  6205   973            , 16 41 50.9158, +36 28 54.352,      14,       14,       0.0109,       0.0125,            90, A       , O             , 2020yCat.1350....0G,       , 13.65 , 11.91 ,       ,        ,  9.357,  8.59 ,  8.452, RGB*                  ,                , 16 41 50.9158, +36 28 54.352, -3.389  , -3.006   ,    0.0802, -249.136993,                1
True , NGC 7078 341          ,         ,          , NGC  7078   341            , 21 29 54.9258, +12 13 22.484,      14,       14,       0.0109,       0.0111,            90, A       , O             , 2020yCat.1350....0G,       , 13.72 , 12.54 ,       , 11.22  , 10.455,  9.796,  9.695, RGB*                  ,                , 21 29 54.9258, +12 13 22.484, -0.554  , -3.87    ,    0.0934, -110.629997,                1
True , NGC 7078 462          ,         ,          , NGC  7078   462            , 21 29 56.6627, +12 09 46.341,      14,       14,       0.0206,       0.0212,            90, A       , O             , 2020yCat.1350....0G,       , 14.45 , 12.9  ,       ,        , 10.534,  9.86 ,  9.722, RGB*                  ,                , 21 29 56.6627, +12 09 46.341, -0.462  , -3.47    ,    0.0029, -114.064003,                1
True , NGC 7078 583          ,         ,          , NGC  7078   583            , 21 29 58.5643, +12 09 21.382,      14,       14,       0.0118,       0.0126,            90, A       , O             , 2020yCat.1350....0G,       , 14.26 , 12.83 ,       ,        ,       ,  9.726,  9.569, RGB*                  ,                , 21 29 58.5643, +12 09 21.382, -0.466  , -4.014   ,    0.1023, -110.822998,                1
True , NGC 6341 7018         ,         ,          , NGC  6341  7018            , 17 16 37.4894, +43 06 15.600,      14,       14,       0.01  ,       0.0101,            90, A       , O             , 2020yCat.1350....0G,       , 13.47 , 12.18 ,       ,        ,  9.885,  9.228,  9.123, RGB*                  ,                , 17 16 37.4894, +43 06 15.600, -4.91   , -0.672   ,    0.0667, -117.561996,                1
True , Cl* NGC 6752 BUON 702 ,         ,          , Cl* NGC 6752   BUON     702, 19 11 30.4871, -59 54 34.748,      14,       14,       0.0087,       0.0111,            90, A       , O             , 2020yCat.1350....0G,       ,       , 10.83 , 10.705,        ,  7.939,  7.202,  6.887, RGB*                  ,                , 19 11 30.4871, -59 54 34.748, -3.108  , -4.123   ,    0.2209, -23.3596   ,                1
True , Cl* NGC 6752 BUON 708 ,         ,          , Cl* NGC 6752   BUON     708, 19 11 30.1933, -59 54 31.395,      14,       14,       0.0085,       0.0108,            90, A       , O             , 2020yCat.1350....0G,       ,       , 10.58 , 10.507,  9.16  ,  7.761,  7.001,  6.804, Star                  ,                , 19 11 30.1933, -59 54 31.395, -3.308  , -4.236   ,    0.2348, -30.95     ,                1
True , Cl* NGC 6752 PD 1-1   ,         ,          , Cl* NGC 6752     MG       0, 19 10 57.3561, -59 58 05.671,      14,       14,       0.0081,       0.0109,            90, A       , O             , 2020yCat.1350....0G,       , 12.29 , 10.7  , 10.477,  9.4   ,  8.072,  7.26 ,  7.073, RGB*                  ,                , 19 10 57.3561, -59 58 05.671, -3.412  , -4.201   ,    0.2566, -33.736    ,                1
True , Cl* NGC 6752 BUON 1630,         ,          , Cl* NGC 6752     GA      31, 19 11 11.2981, -59 59 55.426,      14,       14,       0.0095,       0.0125,            90, A       , O             , 2020yCat.1350....0G,       , 12.52 , 10.833,       ,        ,  8.003,  7.22 ,  6.983, LongPeriodV*_Candidate, M              , 19 11 11.2981, -59 59 55.426, -3.227  , -4.63    ,    0.2297, -25.36     ,                1
True , Cl* NGC 6752 BUON 3589,         ,          , NGC  6752    59            , 19 10 32.2389, -59 57 07.286,      14,       14,       0.0096,       0.0118,            90, A       , O             , 2020yCat.1350....0G,       , 12.58 , 10.887,       ,        ,  8.151,  7.393,  7.181, RGB*                  , M              , 19 10 32.2389, -59 57 07.286, -2.912  , -3.865   ,    0.2431, -18.688801 ,                1
True , UMi COS 82            ,         ,          , 2MASS J15095862+6716200    , 15 09 58.6103, +67 16 20.032,      14,       14,       0.0377,       0.0361,            90, A       , O             , 2020yCat.1350....0G,       , 18.53 , 17.006,       , 15.614 , 14.76 , 14.1  , 13.9  , RGB*_Candidate        ,                , 15 09 58.6103, +67 16 20.032, -0.21   , 0.067    ,    0.0367, -246.731995,                1
